State,Action,Count
"(1, 2.0, 1.0, 2.0)",1.0,9
"(1, 2.0, 1.0, 3.0)",1.0,6
"(1, 2.0, 2.0, 3.0)",1.0,4
"(1, 2.0, 1.0, 2.0)",2.0,1
