State,Action,Q-Value
"(1, 1.0, 0.0, 0.0)",2.0,0.10286985387814288
"(1, 1.0, 0.0, 0.0)",4.0,0.04188753527399999
"(1, 1.0, 0.0, 0.0)",3.0,0.04510935
"(1, 1.0, 0.0, 0.0)",1.0,0.5
"(1, 1.0, 0.0, 0.0)",0.0,0.0
"(1, 1.0, 0.0, 1.0)",3.0,0.0
"(1, 1.0, 0.0, 1.0)",2.0,0.0017659349999999997
"(1, 1.0, 0.0, 1.0)",4.0,5.904899999999999e-06
"(1, 1.0, 0.0, 1.0)",1.0,6.560999999999999e-05
"(1, 1.0, 0.0, 2.0)",1.0,0.3426898571428572
"(1, 1.0, 0.0, 2.0)",2.0,0.19999999999999998
"(1, 1.0, 0.0, 2.0)",4.0,0.001215
"(1, 1.0, 0.0, 2.0)",0.0,0.0
"(1, 1.0, 0.0, 2.0)",3.0,0.00243
"(1, 1.0, 0.0, 3.0)",4.0,0.0975
"(1, 1.0, 0.0, 3.0)",3.0,0.00902187
"(1, 1.0, 0.0, 3.0)",1.0,0.4082843799999999
"(1, 1.0, 0.0, 3.0)",2.0,0.011943
"(1, 1.0, 0.0, 3.0)",0.0,5.904899999999999e-07
"(1, 1.0, 0.0, 4.0)",3.0,0.056978383285714286
"(1, 1.0, 0.0, 4.0)",4.0,0.09
"(1, 1.0, 0.0, 4.0)",0.0,1.9682999999999998e-05
"(1, 1.0, 1.0, 0.0)",2.0,0.0
"(1, 1.0, 1.0, 0.0)",0.0,0.0
"(1, 1.0, 1.0, 0.0)",1.0,0.1507
"(1, 1.0, 1.0, 0.0)",3.0,0.07085000000000001
"(1, 1.0, 1.0, 0.0)",4.0,0.030419999999999996
"(1, 1.0, 1.0, 2.0)",1.0,0.16142044978809833
"(1, 1.0, 1.0, 2.0)",2.0,0.062360618054545444
"(1, 1.0, 1.0, 2.0)",4.0,0.04235665959183673
"(1, 1.0, 1.0, 2.0)",3.0,0.028541060892857146
"(1, 1.0, 1.0, 2.0)",0.0,0.0
"(1, 1.0, 1.0, 3.0)",1.0,0.293859828125
"(1, 1.0, 1.0, 3.0)",4.0,0.025875
"(1, 1.0, 1.0, 3.0)",0.0,0.0
"(1, 1.0, 1.0, 3.0)",3.0,0.06904836915
"(1, 1.0, 1.0, 3.0)",2.0,0.12742874999999998
"(1, 1.0, 1.0, 4.0)",1.0,0.10000098414999999
"(1, 1.0, 1.0, 4.0)",2.0,0.109
"(1, 1.0, 1.0, 4.0)",4.0,0.195
"(1, 1.0, 1.0, 4.0)",0.0,0.0
"(1, 1.0, 1.0, 4.0)",3.0,0.15405
"(1, 1.0, 2.0, 0.0)",2.0,0.195
"(1, 1.0, 2.0, 0.0)",0.0,1.0
"(1, 1.0, 2.0, 0.0)",3.0,0.0858
"(1, 1.0, 2.0, 0.0)",1.0,1.0
