State,Action,Q-Value
"(1, 1.0, 0.0, 0.0)",1.0,0.045
"(1, 1.0, 0.0, 0.0)",4.0,0.08879154096498451
"(1, 1.0, 0.0, 0.0)",0.0,0.00138645
"(1, 1.0, 0.0, 0.0)",3.0,0.058499999999999996
"(1, 1.0, 0.0, 1.0)",4.0,1.5943229999999994e-07
"(1, 1.0, 0.0, 1.0)",3.0,0.045364499999999995
"(1, 1.0, 0.0, 1.0)",1.0,0.01360935
"(1, 1.0, 0.0, 1.0)",2.0,0.13002186999999998
"(1, 1.0, 0.0, 1.0)",0.0,3.2804999999999995e-05
"(1, 1.0, 0.0, 2.0)",0.0,6.5609999999999995e-06
"(1, 1.0, 0.0, 2.0)",2.0,3.2804999999999995e-05
"(1, 1.0, 0.0, 2.0)",1.0,0.1596764149857143
"(1, 1.0, 0.0, 2.0)",3.0,0.12
"(1, 1.0, 0.0, 2.0)",4.0,0.10081017714699998
"(1, 1.0, 0.0, 3.0)",1.0,0.3341433333333333
"(1, 1.0, 0.0, 3.0)",2.0,0.15
"(1, 1.0, 0.0, 3.0)",3.0,0.3
"(1, 1.0, 0.0, 3.0)",0.0,0.09
"(1, 1.0, 0.0, 4.0)",4.0,0.051756968300000004
"(1, 1.0, 0.0, 4.0)",2.0,0.3
"(1, 1.0, 0.0, 4.0)",1.0,0.15744901527444444
"(1, 1.0, 0.0, 4.0)",3.0,5.314409999999999e-07
"(1, 1.0, 0.0, 4.0)",0.0,0.0
"(1, 1.0, 1.0, 0.0)",2.0,0.10135328049999999
"(1, 1.0, 1.0, 0.0)",0.0,0.0
"(1, 1.0, 1.0, 0.0)",1.0,0.33556297692307696
"(1, 1.0, 1.0, 0.0)",3.0,0.0300729
"(1, 1.0, 1.0, 0.0)",4.0,0.09999999999999999
"(1, 1.0, 1.0, 2.0)",0.0,0.0
"(1, 1.0, 1.0, 2.0)",1.0,0.1804984235281062
"(1, 1.0, 1.0, 2.0)",2.0,0.04046278172413792
"(1, 1.0, 1.0, 2.0)",3.0,0.04032420705518518
"(1, 1.0, 1.0, 2.0)",4.0,0.027702346906249994
"(1, 1.0, 1.0, 3.0)",1.0,0.28597228897315785
"(1, 1.0, 1.0, 3.0)",0.0,0.0
"(1, 1.0, 1.0, 3.0)",4.0,0.0472488947368421
"(1, 1.0, 1.0, 3.0)",2.0,0.04170426227666667
"(1, 1.0, 1.0, 3.0)",3.0,0.13871474405625
"(1, 1.0, 1.0, 4.0)",2.0,0.06456300000000001
"(1, 1.0, 1.0, 4.0)",1.0,0.04938485742903749
"(1, 1.0, 1.0, 4.0)",4.0,0.3
"(1, 1.0, 1.0, 4.0)",3.0,0.0
"(1, 1.0, 1.0, 4.0)",0.0,0.0
"(1, 1.0, 2.0, 0.0)",3.0,5.314409999999999e-07
"(1, 1.0, 2.0, 0.0)",0.0,1.0
"(1, 1.0, 2.0, 0.0)",1.0,1.0
"(1, 1.0, 2.0, 0.0)",4.0,0.3
"(1, 1.0, 2.0, 0.0)",2.0,0.195
"(1, 1.0, 2.0, 3.0)",0.0,1.0
"(1, 1.0, 2.0, 3.0)",2.0,0.075
"(1, 1.0, 2.0, 3.0)",4.0,0.06500029524499999
"(1, 1.0, 2.0, 3.0)",3.0,0.12857142857142856
"(1, 1.0, 2.0, 3.0)",1.0,1.0
"(1, 1.0, 2.0, 4.0)",1.0,1.0
"(1, 1.0, 2.0, 4.0)",0.0,1.0
"(1, 1.0, 2.0, 4.0)",3.0,0.0081
"(1, 1.0, 3.0, 4.0)",0.0,2.0
"(1, 2.0, 0.0, 0.0)",0.0,0.0
"(1, 2.0, 0.0, 0.0)",1.0,0.005770588235294118
"(1, 2.0, 0.0, 0.0)",3.0,0.0
"(1, 2.0, 0.0, 0.0)",4.0,0.0
"(1, 2.0, 0.0, 0.0)",2.0,0.09999999999999999
"(1, 2.0, 0.0, 1.0)",1.0,0.0
"(1, 2.0, 0.0, 1.0)",3.0,0.0
"(1, 2.0, 0.0, 1.0)",2.0,0.0
"(1, 2.0, 0.0, 2.0)",1.0,0.0
"(1, 2.0, 0.0, 2.0)",3.0,0.0
"(1, 2.0, 0.0, 2.0)",2.0,0.0
"(1, 2.0, 0.0, 2.0)",4.0,0.0
"(1, 2.0, 0.0, 2.0)",0.0,0.0
"(1, 2.0, 0.0, 3.0)",3.0,0.003
"(1, 2.0, 0.0, 3.0)",4.0,0.0
"(1, 2.0, 0.0, 3.0)",0.0,0.0
"(1, 2.0, 0.0, 3.0)",1.0,0.08695652173913043
"(1, 2.0, 0.0, 3.0)",2.0,0.0
"(1, 2.0, 0.0, 4.0)",2.0,0.0
"(1, 2.0, 0.0, 4.0)",1.0,0.0
"(1, 2.0, 0.0, 4.0)",0.0,0.0
"(1, 2.0, 0.0, 4.0)",4.0,0.0
"(1, 2.0, 0.0, 6.0)",1.0,0.0
