State,Action,Q-Value
"(1, 1.0, 0.0, 0.0)",0.0,0.27
"(1, 1.0, 0.0, 0.0)",2.0,0.2952
"(1, 1.0, 0.0, 0.0)",4.0,0.8196829562846334
"(1, 1.0, 0.0, 0.0)",1.0,0.12719206732086902
"(1, 1.0, 0.0, 0.0)",3.0,0.57
"(1, 1.0, 0.0, 1.0)",0.0,0.0
"(1, 1.0, 0.0, 1.0)",2.0,0.0
"(1, 1.0, 0.0, 1.0)",4.0,0.0
"(1, 1.0, 0.0, 1.0)",1.0,0.912187
"(1, 1.0, 0.0, 1.0)",3.0,0.0
"(1, 1.0, 0.0, 2.0)",0.0,0.0
"(1, 1.0, 0.0, 2.0)",2.0,0.22926000000000002
"(1, 1.0, 0.0, 2.0)",4.0,0.21312001434890696
"(1, 1.0, 0.0, 2.0)",1.0,0.1
"(1, 1.0, 0.0, 2.0)",3.0,0.0319683
"(1, 1.0, 0.0, 3.0)",3.0,5.904899999999999e-07
"(1, 1.0, 0.0, 3.0)",0.0,0.006560999999999998
"(1, 1.0, 0.0, 3.0)",2.0,0.0
"(1, 1.0, 0.0, 3.0)",4.0,2.12574
"(1, 1.0, 0.0, 3.0)",1.0,1.0
"(1, 1.0, 0.0, 4.0)",1.0,0.7823573100000001
"(1, 1.0, 0.0, 4.0)",3.0,0.0
"(1, 1.0, 0.0, 4.0)",0.0,0.0
"(1, 1.0, 0.0, 4.0)",2.0,0.84
"(1, 1.0, 0.0, 4.0)",4.0,0.09
"(1, 1.0, 1.0, 0.0)",1.0,0.1
"(1, 1.0, 1.0, 0.0)",3.0,0.0054
"(1, 1.0, 1.0, 0.0)",0.0,0.0
"(1, 1.0, 1.0, 0.0)",2.0,0.4344272683852815
"(1, 1.0, 1.0, 0.0)",4.0,0.018
"(1, 1.0, 1.0, 2.0)",0.0,0.0
"(1, 1.0, 1.0, 2.0)",2.0,0.24308229608829002
"(1, 1.0, 1.0, 2.0)",4.0,0.14694052984964884
"(1, 1.0, 1.0, 2.0)",1.0,0.4858145195129909
"(1, 1.0, 1.0, 2.0)",3.0,0.40000675117397666
"(1, 1.0, 1.0, 3.0)",0.0,0.0
"(1, 1.0, 1.0, 3.0)",2.0,0.4889368178014969
"(1, 1.0, 1.0, 3.0)",4.0,0.23317204170680594
"(1, 1.0, 1.0, 3.0)",1.0,0.6512122645976388
"(1, 1.0, 1.0, 3.0)",3.0,0.1573653171145641
"(1, 1.0, 1.0, 4.0)",0.0,0.0
"(1, 1.0, 1.0, 4.0)",2.0,0.6159614055998379
"(1, 1.0, 1.0, 4.0)",4.0,0.13290000000000002
"(1, 1.0, 1.0, 4.0)",1.0,0.0
"(1, 1.0, 1.0, 4.0)",3.0,0.03
"(1, 1.0, 2.0, 0.0)",1.0,0.0
"(1, 1.0, 2.0, 0.0)",3.0,0.0
"(1, 1.0, 2.0, 0.0)",0.0,1.0
"(1, 1.0, 2.0, 0.0)",2.0,0.28109999999999996
"(1, 1.0, 2.0, 0.0)",4.0,0.0
"(1, 1.0, 2.0, 3.0)",1.0,1.0
"(1, 1.0, 2.0, 3.0)",3.0,0.35337742110905934
"(1, 1.0, 2.0, 3.0)",0.0,1.0
"(1, 1.0, 2.0, 3.0)",2.0,0.5637100691667375
"(1, 1.0, 2.0, 3.0)",4.0,0.2007597794260067
"(1, 1.0, 2.0, 4.0)",1.0,0.0
"(1, 1.0, 2.0, 4.0)",3.0,0.0081
"(1, 1.0, 2.0, 4.0)",0.0,1.0
"(1, 1.0, 2.0, 4.0)",2.0,0.009
"(1, 1.0, 2.0, 4.0)",4.0,0.0
"(1, 1.0, 3.0, 0.0)",4.0,0.09
"(1, 1.0, 3.0, 0.0)",1.0,2.114987127074402
"(1, 1.0, 3.0, 0.0)",3.0,0.0
"(1, 1.0, 3.0, 0.0)",0.0,0.2
"(1, 1.0, 3.0, 0.0)",2.0,0.2
"(1, 1.0, 3.0, 3.0)",0.0,1.1390655800000002
"(1, 1.0, 3.0, 3.0)",2.0,0.6878000000000001
"(1, 1.0, 3.0, 3.0)",4.0,0.2686359903
"(1, 1.0, 3.0, 3.0)",1.0,2.0
"(1, 1.0, 3.0, 3.0)",3.0,0.32045560951848
"(1, 1.0, 3.0, 4.0)",0.0,2.453049494177003
"(1, 1.0, 3.0, 4.0)",2.0,0.48
"(1, 1.0, 3.0, 4.0)",4.0,0.06
"(1, 1.0, 3.0, 4.0)",1.0,0.632
"(1, 1.0, 3.0, 4.0)",3.0,0.0
"(1, 1.0, 4.0, 0.0)",0.0,0.76
"(1, 1.0, 4.0, 0.0)",2.0,1.084
"(1, 1.0, 4.0, 0.0)",4.0,0.0
