State,Action,Q-Value
"(1, 1.0, 0.0, 0.0)",0.0,0.0
"(1, 1.0, 0.0, 0.0)",2.0,1.2245373590068165
"(1, 1.0, 0.0, 0.0)",4.0,0.0
"(1, 1.0, 0.0, 0.0)",1.0,0.09
"(1, 1.0, 0.0, 0.0)",3.0,0.36000000000000004
"(1, 1.0, 0.0, 1.0)",0.0,0.0
"(1, 1.0, 0.0, 1.0)",2.0,0.0
"(1, 1.0, 0.0, 1.0)",4.0,0.0
"(1, 1.0, 0.0, 1.0)",1.0,0.9027000000000001
"(1, 1.0, 0.0, 1.0)",3.0,0.027
"(1, 1.0, 0.0, 2.0)",0.0,0.03
"(1, 1.0, 0.0, 2.0)",2.0,0.0
"(1, 1.0, 0.0, 2.0)",4.0,0.0
"(1, 1.0, 0.0, 2.0)",1.0,0.271
"(1, 1.0, 0.0, 2.0)",3.0,0.009
"(1, 1.0, 0.0, 3.0)",3.0,1.1077480599
"(1, 1.0, 0.0, 3.0)",0.0,0.0081
"(1, 1.0, 0.0, 3.0)",2.0,0.09
"(1, 1.0, 0.0, 3.0)",4.0,0.18
"(1, 1.0, 0.0, 3.0)",1.0,0.0
"(1, 1.0, 0.0, 4.0)",1.0,0.127
"(1, 1.0, 0.0, 4.0)",3.0,0.0
"(1, 1.0, 0.0, 4.0)",0.0,0.0
"(1, 1.0, 0.0, 4.0)",2.0,0.0
"(1, 1.0, 0.0, 4.0)",4.0,0.0
"(1, 1.0, 1.0, 0.0)",1.0,0.7268367907
"(1, 1.0, 1.0, 0.0)",3.0,0.0073628999999999995
"(1, 1.0, 1.0, 0.0)",0.0,0.0
"(1, 1.0, 1.0, 0.0)",2.0,0.0
"(1, 1.0, 1.0, 0.0)",4.0,0.3
"(1, 1.0, 1.0, 2.0)",0.0,0.0
"(1, 1.0, 1.0, 2.0)",2.0,0.24557359231326836
"(1, 1.0, 1.0, 2.0)",4.0,0.0
"(1, 1.0, 1.0, 2.0)",1.0,0.200016
"(1, 1.0, 1.0, 2.0)",3.0,0.18641191499999998
"(1, 1.0, 1.0, 3.0)",0.0,0.0
"(1, 1.0, 1.0, 3.0)",2.0,0.9760101455780392
"(1, 1.0, 1.0, 3.0)",4.0,0.11463655722602134
"(1, 1.0, 1.0, 3.0)",1.0,0.56746876501
"(1, 1.0, 1.0, 3.0)",3.0,0.27342290613689263
"(1, 1.0, 1.0, 4.0)",0.0,0.0
"(1, 1.0, 1.0, 4.0)",2.0,0.00162
"(1, 1.0, 1.0, 4.0)",4.0,0.000486
"(1, 1.0, 1.0, 4.0)",1.0,0.55268735599
"(1, 1.0, 1.0, 4.0)",3.0,0.030177147
"(1, 1.0, 2.0, 0.0)",1.0,0.19
"(1, 1.0, 2.0, 0.0)",3.0,0.0
"(1, 1.0, 2.0, 0.0)",0.0,0.0
"(1, 1.0, 2.0, 0.0)",2.0,0.03
"(1, 1.0, 2.0, 0.0)",4.0,0.009
"(1, 1.0, 2.0, 3.0)",1.0,1.0
"(1, 1.0, 2.0, 3.0)",3.0,0.21997849785391133
"(1, 1.0, 2.0, 3.0)",0.0,1.0
"(1, 1.0, 2.0, 3.0)",2.0,0.6210327442080367
"(1, 1.0, 2.0, 3.0)",4.0,0.0998201721
"(1, 1.0, 2.0, 4.0)",1.0,1.0
"(1, 1.0, 2.0, 4.0)",3.0,0.03
"(1, 1.0, 2.0, 4.0)",0.0,0.0
"(1, 1.0, 2.0, 4.0)",2.0,0.3
"(1, 1.0, 2.0, 4.0)",4.0,0.0
"(1, 1.0, 3.0, 0.0)",4.0,0.018
"(1, 1.0, 3.0, 0.0)",1.0,0.0
"(1, 1.0, 3.0, 0.0)",3.0,2.1285561000000004
"(1, 1.0, 3.0, 0.0)",0.0,2.0
"(1, 1.0, 3.0, 0.0)",2.0,0.0
"(1, 1.0, 3.0, 3.0)",0.0,2.0
"(1, 1.0, 3.0, 3.0)",2.0,0.38
"(1, 1.0, 3.0, 3.0)",4.0,0.4861458
"(1, 1.0, 3.0, 3.0)",1.0,2.0
"(1, 1.0, 3.0, 3.0)",3.0,0.2057271
"(1, 1.0, 3.0, 4.0)",0.0,1.09002
"(1, 1.0, 3.0, 4.0)",2.0,0.2
"(1, 1.0, 3.0, 4.0)",4.0,0.14100000000000001
"(1, 1.0, 3.0, 4.0)",1.0,0.0
"(1, 1.0, 3.0, 4.0)",3.0,0.0
"(1, 1.0, 4.0, 0.0)",0.0,0.0
"(1, 1.0, 4.0, 0.0)",2.0,0.0
"(1, 1.0, 4.0, 0.0)",4.0,1.084
"(1, 1.0, 4.0, 0.0)",1.0,0.0
"(1, 1.0, 4.0, 0.0)",3.0,0.0
"(1, 2.0, 0.0, 0.0)",3.0,0.0049329000000000005
"(1, 2.0, 0.0, 0.0)",0.0,0.00081
