State,Action,Q-Value
"(1, 1.0, 0.0, 0.0)",0.0,0.03
"(1, 1.0, 0.0, 0.0)",2.0,0.018
"(1, 1.0, 0.0, 0.0)",4.0,0.0
"(1, 1.0, 0.0, 0.0)",1.0,0.0
"(1, 1.0, 0.0, 0.0)",3.0,0.25686000000000003
"(1, 1.0, 0.0, 1.0)",4.0,0.0027
"(1, 1.0, 0.0, 1.0)",1.0,0.1
"(1, 1.0, 0.0, 1.0)",3.0,0.0
"(1, 1.0, 0.0, 1.0)",2.0,0.0
"(1, 1.0, 0.0, 1.0)",0.0,0.0
"(1, 1.0, 0.0, 3.0)",3.0,0.018
"(1, 1.0, 0.0, 3.0)",0.0,0.0081
"(1, 1.0, 0.0, 3.0)",2.0,0.03
"(1, 1.0, 0.0, 3.0)",4.0,0.1869
"(1, 1.0, 0.0, 3.0)",1.0,0.0
"(1, 1.0, 0.0, 4.0)",0.0,0.0
"(1, 1.0, 1.0, 0.0)",3.0,0.0
"(1, 1.0, 1.0, 0.0)",0.0,0.0
"(1, 1.0, 1.0, 0.0)",2.0,0.0
"(1, 1.0, 1.0, 0.0)",4.0,0.0
"(1, 1.0, 1.0, 0.0)",1.0,0.1
"(1, 1.0, 1.0, 2.0)",0.0,0.0
"(1, 1.0, 1.0, 2.0)",2.0,0.009
"(1, 1.0, 1.0, 2.0)",4.0,0.019500000000000003
"(1, 1.0, 1.0, 2.0)",1.0,0.7663869999999999
"(1, 1.0, 1.0, 2.0)",3.0,0.057
"(1, 1.0, 1.0, 3.0)",0.0,0.0
"(1, 1.0, 1.0, 3.0)",2.0,0.027
"(1, 1.0, 1.0, 3.0)",4.0,0.084768714
"(1, 1.0, 1.0, 3.0)",1.0,0.5251544367000001
"(1, 1.0, 1.0, 3.0)",3.0,0.004887000000000001
"(1, 1.0, 1.0, 4.0)",1.0,0.0
"(1, 1.0, 1.0, 4.0)",3.0,0.0
"(1, 1.0, 1.0, 4.0)",0.0,0.0
"(1, 1.0, 1.0, 4.0)",2.0,0.4511
"(1, 1.0, 1.0, 4.0)",4.0,0.0
"(1, 1.0, 2.0, 0.0)",1.0,1.0
"(1, 1.0, 2.0, 3.0)",1.0,1.0
"(1, 1.0, 2.0, 3.0)",3.0,0.0
"(1, 1.0, 2.0, 3.0)",0.0,1.0
"(1, 1.0, 2.0, 3.0)",2.0,0.2343
"(1, 1.0, 2.0, 3.0)",4.0,0.3
"(1, 1.0, 2.0, 4.0)",2.0,0.3
"(1, 1.0, 3.0, 0.0)",4.0,0.54
"(1, 1.0, 3.0, 3.0)",0.0,0.0
"(1, 1.0, 3.0, 3.0)",2.0,0.2
"(1, 1.0, 3.0, 3.0)",4.0,0.0
"(1, 1.0, 3.0, 3.0)",1.0,2.0
"(1, 1.0, 3.0, 3.0)",3.0,0.6
"(1, 1.0, 3.0, 4.0)",3.0,0.0
"(1, 1.0, 3.0, 4.0)",0.0,0.2
"(1, 1.0, 3.0, 4.0)",2.0,0.38
"(1, 1.0, 3.0, 4.0)",4.0,0.0
"(1, 1.0, 3.0, 4.0)",1.0,0.0
"(1, 2.0, 0.0, 0.0)",3.0,0.027
"(1, 2.0, 0.0, 0.0)",0.0,0.0
"(1, 2.0, 0.0, 0.0)",2.0,0.0
"(1, 2.0, 0.0, 0.0)",1.0,0.0
"(1, 2.0, 0.0, 3.0)",0.0,0.0
"(1, 2.0, 0.0, 3.0)",2.0,0.027
"(1, 2.0, 0.0, 4.0)",1.0,0.0
"(1, 2.0, 0.0, 4.0)",3.0,0.0
"(1, 2.0, 0.0, 4.0)",0.0,0.0
"(1, 2.0, 0.0, 4.0)",2.0,0.0
"(1, 2.0, 1.0, 0.0)",1.0,1.0
"(1, 2.0, 1.0, 0.0)",2.0,0.0
"(1, 2.0, 1.0, 2.0)",1.0,0.0
"(1, 2.0, 1.0, 2.0)",3.0,0.000486
"(1, 2.0, 1.0, 2.0)",0.0,0.0017720014410000002
"(1, 2.0, 1.0, 2.0)",2.0,1.77147e-06
"(1, 2.0, 1.0, 2.0)",4.0,0.09
"(1, 2.0, 1.0, 3.0)",4.0,0.18012213000000002
"(1, 2.0, 1.0, 3.0)",1.0,0.5967266281617329
"(1, 2.0, 1.0, 3.0)",3.0,0.007226237069999999
"(1, 2.0, 1.0, 3.0)",0.0,0.0005314409999999999
"(1, 2.0, 1.0, 3.0)",2.0,0.0464697
"(1, 2.0, 1.0, 4.0)",1.0,0.09927288000000001
"(1, 2.0, 1.0, 4.0)",3.0,0.0
"(1, 2.0, 1.0, 4.0)",0.0,0.0
"(1, 2.0, 1.0, 4.0)",2.0,0.00081
"(1, 2.0, 2.0, 0.0)",4.0,0.0
"(1, 2.0, 2.0, 0.0)",1.0,0.64
"(1, 2.0, 2.0, 3.0)",0.0,0.0
"(1, 2.0, 2.0, 3.0)",2.0,0.27640814498072996
"(1, 2.0, 2.0, 3.0)",4.0,0.1083
"(1, 2.0, 2.0, 3.0)",1.0,0.12241833779970002
"(1, 2.0, 2.0, 3.0)",3.0,0.0
"(1, 2.0, 2.0, 4.0)",4.0,0.00243
"(1, 2.0, 2.0, 6.0)",0.0,0.0
"(1, 2.0, 2.0, 6.0)",4.0,0.0
"(1, 2.0, 3.0, 0.0)",0.0,0.0
"(1, 2.0, 3.0, 0.0)",2.0,0.0
"(1, 2.0, 3.0, 0.0)",1.0,0.0
