State,Action,Q-Value
"(1, 1.0, 0.0, 0.0)",0.0,0.03373561467
"(1, 1.0, 0.0, 0.0)",2.0,0.6952184175752074
"(1, 1.0, 0.0, 0.0)",4.0,0.7378237202964538
"(1, 1.0, 0.0, 0.0)",1.0,0.42176217907
"(1, 1.0, 0.0, 0.0)",3.0,0.27270469872513553
"(1, 1.0, 0.0, 1.0)",0.0,0.06
"(1, 1.0, 0.0, 1.0)",2.0,0.104094
"(1, 1.0, 0.0, 1.0)",4.0,0.09809999999999999
"(1, 1.0, 0.0, 1.0)",1.0,0.29151900000000003
"(1, 1.0, 0.0, 1.0)",3.0,0.026999999999999996
"(1, 1.0, 0.0, 2.0)",0.0,0.027
"(1, 1.0, 0.0, 2.0)",2.0,0.5506603327465651
"(1, 1.0, 0.0, 2.0)",4.0,0.03
"(1, 1.0, 0.0, 2.0)",1.0,0.0
"(1, 1.0, 0.0, 2.0)",3.0,0.0
"(1, 1.0, 0.0, 3.0)",3.0,0.6077561049668166
"(1, 1.0, 0.0, 3.0)",0.0,0.022730934419999998
"(1, 1.0, 0.0, 3.0)",2.0,0.479890783137
"(1, 1.0, 0.0, 3.0)",4.0,0.41873408511899995
"(1, 1.0, 0.0, 3.0)",1.0,0.7500903069133666
"(1, 1.0, 0.0, 4.0)",1.0,0.2629
"(1, 1.0, 0.0, 4.0)",3.0,0.154996938
"(1, 1.0, 0.0, 4.0)",0.0,0.006560999999999999
"(1, 1.0, 0.0, 4.0)",2.0,0.38059049
"(1, 1.0, 0.0, 4.0)",4.0,0.5799587870181081
"(1, 1.0, 1.0, 0.0)",1.0,0.3040434697013365
"(1, 1.0, 1.0, 0.0)",3.0,0.23650385699999998
"(1, 1.0, 1.0, 0.0)",0.0,0.0
"(1, 1.0, 1.0, 0.0)",2.0,0.8113154753059064
"(1, 1.0, 1.0, 0.0)",4.0,0.2880243034034094
"(1, 1.0, 1.0, 2.0)",0.0,0.0
"(1, 1.0, 1.0, 2.0)",2.0,0.5358985393505858
"(1, 1.0, 1.0, 2.0)",4.0,0.0755551712716203
"(1, 1.0, 1.0, 2.0)",1.0,0.29774212005241935
"(1, 1.0, 1.0, 2.0)",3.0,0.3856450980088822
"(1, 1.0, 1.0, 3.0)",0.0,0.0
