State,Action,Q-Value
"(1, 1.0, 0.0, 0.0)",0.0,0.023742882
"(1, 1.0, 0.0, 0.0)",2.0,0.4449087552793689
"(1, 1.0, 0.0, 0.0)",4.0,0.45056307000000007
"(1, 1.0, 0.0, 0.0)",1.0,0.4265104053726481
"(1, 1.0, 0.0, 0.0)",3.0,0.10639720500000001
"(1, 1.0, 0.0, 1.0)",0.0,0.0
"(1, 1.0, 0.0, 1.0)",2.0,0.0
"(1, 1.0, 0.0, 1.0)",4.0,0.16841939999999997
"(1, 1.0, 0.0, 1.0)",1.0,0.00081
"(1, 1.0, 0.0, 1.0)",3.0,0.543
"(1, 1.0, 0.0, 2.0)",0.0,0.0
"(1, 1.0, 0.0, 2.0)",2.0,0.29961000000000004
"(1, 1.0, 0.0, 2.0)",4.0,0.20745102969
"(1, 1.0, 0.0, 2.0)",1.0,0.00081
"(1, 1.0, 0.0, 2.0)",3.0,0.5294752625242181
"(1, 1.0, 0.0, 3.0)",3.0,0.31678937999999995
"(1, 1.0, 0.0, 3.0)",0.0,0.081
"(1, 1.0, 0.0, 3.0)",2.0,0.7875730198252624
"(1, 1.0, 0.0, 3.0)",4.0,0.12045
"(1, 1.0, 0.0, 3.0)",1.0,0.82428263776
"(1, 1.0, 0.0, 4.0)",1.0,0.6877071
"(1, 1.0, 0.0, 4.0)",3.0,0.3
"(1, 1.0, 0.0, 4.0)",0.0,0.011186999999999999
"(1, 1.0, 0.0, 4.0)",2.0,0.0
"(1, 1.0, 0.0, 4.0)",4.0,0.18
"(1, 1.0, 1.0, 0.0)",1.0,0.16396356500999998
"(1, 1.0, 1.0, 0.0)",3.0,0.033299999999999996
"(1, 1.0, 1.0, 0.0)",0.0,0.0
"(1, 1.0, 1.0, 0.0)",2.0,0.5107684711991407
"(1, 1.0, 1.0, 0.0)",4.0,0.109861813002
"(1, 1.0, 1.0, 2.0)",0.0,0.0
"(1, 1.0, 1.0, 2.0)",2.0,0.7510458177741308
"(1, 1.0, 1.0, 2.0)",4.0,0.13908988850625242
"(1, 1.0, 1.0, 2.0)",1.0,0.6031182009394203
"(1, 1.0, 1.0, 2.0)",3.0,0.24904925064041605
"(1, 1.0, 1.0, 3.0)",0.0,0.0
"(1, 1.0, 1.0, 3.0)",2.0,0.4008648296395266
"(1, 1.0, 1.0, 3.0)",4.0,0.1423060273943325
"(1, 1.0, 1.0, 3.0)",1.0,0.5146402516752521
"(1, 1.0, 1.0, 3.0)",3.0,0.22132923022195047
"(1, 1.0, 1.0, 4.0)",0.0,0.0
"(1, 1.0, 1.0, 4.0)",2.0,0.20196830000000002
"(1, 1.0, 1.0, 4.0)",4.0,0.0484083
"(1, 1.0, 1.0, 4.0)",1.0,0.1977879422074359
"(1, 1.0, 1.0, 4.0)",3.0,0.23604448598955
"(1, 1.0, 2.0, 0.0)",1.0,1.0
"(1, 1.0, 2.0, 0.0)",3.0,0.03
"(1, 1.0, 2.0, 0.0)",0.0,0.1
"(1, 1.0, 2.0, 0.0)",2.0,0.3
"(1, 1.0, 2.0, 0.0)",4.0,0.09
"(1, 1.0, 2.0, 3.0)",1.0,1.0
"(1, 1.0, 2.0, 3.0)",3.0,0.258727334758033
"(1, 1.0, 2.0, 3.0)",0.0,1.0
"(1, 1.0, 2.0, 3.0)",2.0,0.6747448079831873
"(1, 1.0, 2.0, 3.0)",4.0,0.2629483614108872
"(1, 1.0, 2.0, 4.0)",1.0,0.34390000000000004
"(1, 1.0, 2.0, 4.0)",3.0,0.08130000000000001
"(1, 1.0, 2.0, 4.0)",0.0,1.0
"(1, 1.0, 2.0, 4.0)",2.0,0.009
"(1, 1.0, 2.0, 4.0)",4.0,0.04250999999999999
"(1, 1.0, 3.0, 0.0)",4.0,0.105273
"(1, 1.0, 3.0, 0.0)",1.0,0.7130000000000001
"(1, 1.0, 3.0, 0.0)",3.0,0.6186
"(1, 1.0, 3.0, 0.0)",0.0,2.5777620549190603
"(1, 1.0, 3.0, 0.0)",2.0,2.0
"(1, 1.0, 3.0, 3.0)",0.0,2.0
"(1, 1.0, 3.0, 3.0)",2.0,2.0
"(1, 1.0, 3.0, 3.0)",4.0,0.4145601607097346
"(1, 1.0, 3.0, 3.0)",1.0,2.0
"(1, 1.0, 3.0, 3.0)",3.0,0.43593543950092845
"(1, 1.0, 3.0, 4.0)",0.0,2.0
"(1, 1.0, 3.0, 4.0)",2.0,2.131949
"(1, 1.0, 3.0, 4.0)",4.0,0.5746065
"(1, 1.0, 3.0, 4.0)",1.0,2.2461478712462855
"(1, 1.0, 3.0, 4.0)",3.0,0.32370432299999996
"(1, 1.0, 4.0, 0.0)",0.0,4.0
"(1, 1.0, 4.0, 0.0)",1.0,4.0
"(1, 2.0, 0.0, 0.0)",3.0,0.0594713880489
"(1, 2.0, 0.0, 0.0)",0.0,0.0292595156442
"(1, 2.0, 0.0, 0.0)",2.0,0.2531998691600846
