Trd, 000003.800, 2.0
Trd, 000006.350, 4.0
Trd, 000008.025, 3.0
Trd, 000009.325, 3.0
Trd, 000011.175, 1.0
Trd, 000012.875, 4.0
Trd, 000013.600, 2.0
Trd, 000016.150, 2.0
Trd, 000018.825, 2.0
Trd, 000020.875, 2.0
Trd, 000022.300, 3.0
Trd, 000023.825, 3.0
Trd, 000024.050, 4.0
Trd, 000027.250, 2.0
Trd, 000028.725, 3.0
Trd, 000029.125, 1.0
