State,Action,Count
"(1, 1.0, 0.0, 0.0)",3.0,3
"(1, 1.0, 0.0, 3.0)",0.0,4
"(1, 1.0, 0.0, 0.0)",0.0,2
"(1, 1.0, 1.0, 2.0)",1.0,402
"(1, 1.0, 1.0, 2.0)",4.0,74
"(1, 1.0, 1.0, 2.0)",0.0,77
"(1, 1.0, 1.0, 2.0)",2.0,56
"(1, 1.0, 1.0, 3.0)",1.0,56
"(1, 1.0, 1.0, 2.0)",3.0,84
"(1, 2.0, 1.0, 0.0)",4.0,4
"(1, 2.0, 1.0, 6.0)",2.0,4
"(1, 2.0, 1.0, 3.0)",1.0,273
"(1, 2.0, 1.0, 2.0)",0.0,475
"(1, 2.0, 1.0, 2.0)",1.0,77
"(1, 2.0, 1.0, 3.0)",2.0,40
"(1, 2.0, 1.0, 3.0)",4.0,38
"(1, 2.0, 1.0, 6.0)",1.0,14
"(1, 2.0, 1.0, 2.0)",3.0,74
"(1, 1.0, 2.0, 3.0)",1.0,12
"(1, 2.0, 2.0, 3.0)",1.0,116
"(1, 2.0, 2.0, 3.0)",3.0,13
"(1, 2.0, 1.0, 3.0)",0.0,42
"(1, 2.0, 1.0, 2.0)",2.0,83
"(1, 2.0, 0.0, 2.0)",0.0,14
"(1, 2.0, 0.0, 2.0)",3.0,3
"(1, 1.0, 0.0, 0.0)",1.0,19
"(1, 1.0, 0.0, 2.0)",2.0,5
"(1, 1.0, 2.0, 3.0)",3.0,5
"(1, 1.0, 2.0, 3.0)",0.0,12
"(1, 2.0, 2.0, 3.0)",0.0,10
"(1, 2.0, 0.0, 0.0)",1.0,14
"(1, 1.0, 1.0, 0.0)",3.0,3
"(1, 1.0, 1.0, 3.0)",3.0,7
"(1, 2.0, 2.0, 0.0)",3.0,6
"(1, 2.0, 0.0, 4.0)",1.0,7
"(1, 2.0, 0.0, 3.0)",1.0,22
"(1, 2.0, 0.0, 3.0)",3.0,8
"(1, 2.0, 1.0, 4.0)",0.0,16
"(1, 2.0, 1.0, 3.0)",3.0,36
"(1, 3.0, 1.0, 2.0)",1.0,26
"(1, 3.0, 1.0, 2.0)",2.0,45
"(1, 3.0, 1.0, 2.0)",0.0,41
"(1, 3.0, 1.0, 3.0)",2.0,7
"(1, 3.0, 1.0, 4.0)",0.0,3
"(1, 3.0, 1.0, 3.0)",1.0,7
"(1, 2.0, 1.0, 2.0)",4.0,78
"(1, 1.0, 0.0, 2.0)",1.0,30
"(1, 1.0, 0.0, 2.0)",0.0,4
"(1, 1.0, 0.0, 1.0)",4.0,6
"(1, 1.0, 3.0, 4.0)",0.0,2
"(1, 1.0, 2.0, 0.0)",0.0,7
"(1, 1.0, 1.0, 3.0)",4.0,6
"(1, 1.0, 1.0, 3.0)",0.0,11
"(1, 1.0, 0.0, 2.0)",4.0,5
"(1, 1.0, 2.0, 4.0)",0.0,4
"(1, 3.0, 1.0, 2.0)",3.0,13
"(1, 3.0, 1.0, 4.0)",1.0,7
"(1, 3.0, 1.0, 4.0)",2.0,3
"(1, 3.0, 0.0, 4.0)",1.0,1
"(1, 3.0, 2.0, 3.0)",1.0,6
"(1, 3.0, 2.0, 3.0)",4.0,1
"(1, 3.0, 2.0, 4.0)",1.0,4
"(1, 1.0, 1.0, 0.0)",1.0,20
"(1, 3.0, 0.0, 0.0)",1.0,2
"(1, 3.0, 1.0, 3.0)",3.0,5
"(1, 3.0, 1.0, 6.0)",0.0,3
"(1, 3.0, 1.0, 6.0)",2.0,2
"(1, 3.0, 1.0, 3.0)",0.0,3
"(1, 2.0, 1.0, 0.0)",1.0,5
"(1, 1.0, 2.0, 0.0)",3.0,3
"(1, 1.0, 1.0, 3.0)",2.0,10
"(1, 2.0, 2.0, 3.0)",4.0,14
"(1, 2.0, 2.0, 3.0)",2.0,21
"(1, 1.0, 0.0, 0.0)",2.0,5
"(1, 1.0, 2.0, 0.0)",1.0,6
"(1, 1.0, 0.0, 3.0)",1.0,9
"(1, 1.0, 0.0, 4.0)",3.0,1
"(1, 2.0, 1.0, 0.0)",0.0,7
"(1, 2.0, 1.0, 4.0)",1.0,3
"(1, 2.0, 0.0, 0.0)",2.0,1
