State,Action,Count
"(1, 2.0, 0.0, 0.0)",2.0,25
"(1, 2.0, 2.0, 3.0)",1.0,225
"(1, 2.0, 1.0, 3.0)",2.0,582
"(1, 2.0, 1.0, 3.0)",3.0,40
"(1, 2.0, 2.0, 4.0)",0.0,1
"(1, 1.0, 0.0, 2.0)",1.0,27
"(1, 1.0, 1.0, 2.0)",1.0,565
"(1, 1.0, 1.0, 2.0)",0.0,43
"(1, 2.0, 1.0, 2.0)",3.0,865
"(1, 2.0, 1.0, 3.0)",4.0,33
"(1, 2.0, 1.0, 2.0)",0.0,62
"(1, 2.0, 0.0, 1.0)",2.0,2
"(1, 2.0, 0.0, 3.0)",0.0,7
"(1, 1.0, 2.0, 0.0)",0.0,8
"(1, 2.0, 1.0, 2.0)",1.0,62
"(1, 2.0, 2.0, 0.0)",3.0,20
"(1, 2.0, 2.0, 4.0)",1.0,19
"(1, 2.0, 2.0, 3.0)",2.0,19
"(1, 2.0, 2.0, 3.0)",0.0,22
"(1, 1.0, 1.0, 2.0)",3.0,39
"(1, 1.0, 1.0, 2.0)",4.0,47
"(1, 1.0, 1.0, 2.0)",2.0,49
"(1, 1.0, 1.0, 3.0)",1.0,59
"(1, 2.0, 1.0, 4.0)",2.0,57
"(1, 2.0, 1.0, 3.0)",0.0,52
"(1, 2.0, 1.0, 3.0)",1.0,37
"(1, 2.0, 1.0, 2.0)",4.0,63
"(1, 2.0, 2.0, 3.0)",3.0,15
"(1, 2.0, 2.0, 3.0)",4.0,11
"(1, 2.0, 1.0, 2.0)",2.0,50
"(1, 2.0, 0.0, 3.0)",1.0,72
"(1, 2.0, 0.0, 3.0)",4.0,4
"(1, 2.0, 0.0, 6.0)",1.0,4
"(1, 2.0, 0.0, 4.0)",1.0,10
"(1, 2.0, 3.0, 0.0)",3.0,1
"(1, 2.0, 3.0, 4.0)",0.0,2
"(1, 1.0, 1.0, 0.0)",3.0,1
"(1, 1.0, 1.0, 4.0)",3.0,18
"(1, 1.0, 1.0, 0.0)",4.0,24
"(1, 1.0, 2.0, 4.0)",0.0,2
"(1, 2.0, 1.0, 4.0)",4.0,7
"(1, 2.0, 1.0, 6.0)",3.0,3
"(1, 1.0, 2.0, 0.0)",1.0,12
"(1, 2.0, 1.0, 0.0)",1.0,17
"(1, 2.0, 1.0, 4.0)",0.0,3
"(1, 3.0, 0.0, 0.0)",3.0,1
"(1, 3.0, 1.0, 2.0)",1.0,54
"(1, 2.0, 0.0, 3.0)",2.0,6
"(1, 2.0, 1.0, 0.0)",3.0,1
"(1, 2.0, 1.0, 4.0)",3.0,5
"(1, 1.0, 1.0, 4.0)",1.0,3
"(1, 1.0, 2.0, 3.0)",0.0,16
"(1, 2.0, 1.0, 6.0)",1.0,4
"(1, 2.0, 0.0, 2.0)",1.0,7
"(1, 1.0, 0.0, 0.0)",1.0,5
"(1, 2.0, 0.0, 1.0)",0.0,2
"(1, 2.0, 0.0, 2.0)",0.0,4
"(1, 1.0, 2.0, 3.0)",1.0,10
"(1, 1.0, 0.0, 0.0)",3.0,26
"(1, 1.0, 0.0, 3.0)",3.0,2
"(1, 1.0, 0.0, 3.0)",1.0,14
"(1, 1.0, 0.0, 1.0)",3.0,7
"(1, 1.0, 3.0, 3.0)",1.0,2
"(1, 1.0, 2.0, 3.0)",3.0,1
"(1, 2.0, 2.0, 0.0)",1.0,2
"(1, 2.0, 1.0, 6.0)",2.0,4
"(1, 2.0, 0.0, 0.0)",1.0,1
"(1, 2.0, 3.0, 3.0)",0.0,3
"(1, 2.0, 2.0, 6.0)",2.0,5
"(1, 1.0, 1.0, 0.0)",0.0,1
"(1, 2.0, 0.0, 0.0)",0.0,3
"(1, 3.0, 0.0, 0.0)",2.0,4
"(1, 3.0, 0.0, 4.0)",4.0,1
"(1, 3.0, 0.0, 7.0)",1.0,1
"(1, 3.0, 2.0, 3.0)",1.0,4
"(1, 3.0, 3.0, 3.0)",0.0,1
"(1, 2.0, 2.0, 4.0)",3.0,3
"(1, 3.0, 1.0, 2.0)",2.0,35
"(1, 3.0, 1.0, 2.0)",3.0,7
"(1, 3.0, 0.0, 6.0)",2.0,1
"(1, 3.0, 2.0, 4.0)",1.0,3
