State,Action,Count
"(1, 2.0, 1.0, 2.0)",0.0,511
"(1, 1.0, 1.0, 2.0)",1.0,512
"(1, 1.0, 1.0, 2.0)",4.0,25
"(1, 1.0, 1.0, 4.0)",3.0,2
"(1, 1.0, 1.0, 3.0)",0.0,4
"(1, 1.0, 0.0, 0.0)",0.0,1
"(1, 1.0, 0.0, 1.0)",1.0,3
"(1, 1.0, 0.0, 2.0)",1.0,14
"(1, 1.0, 1.0, 3.0)",1.0,48
"(1, 2.0, 1.0, 3.0)",4.0,17
"(1, 2.0, 1.0, 3.0)",1.0,250
"(1, 2.0, 0.0, 2.0)",1.0,16
"(1, 2.0, 0.0, 2.0)",0.0,1
"(1, 1.0, 2.0, 3.0)",4.0,1
"(1, 1.0, 2.0, 3.0)",0.0,11
"(1, 1.0, 1.0, 0.0)",2.0,2
"(1, 1.0, 1.0, 3.0)",2.0,2
"(1, 2.0, 2.0, 3.0)",2.0,83
"(1, 2.0, 2.0, 3.0)",3.0,7
"(1, 2.0, 2.0, 3.0)",4.0,7
"(1, 2.0, 2.0, 3.0)",1.0,13
"(1, 2.0, 1.0, 3.0)",2.0,14
"(1, 2.0, 1.0, 2.0)",3.0,37
"(1, 2.0, 2.0, 0.0)",3.0,3
"(1, 2.0, 2.0, 4.0)",0.0,2
"(1, 1.0, 1.0, 2.0)",0.0,27
"(1, 2.0, 1.0, 2.0)",2.0,29
"(1, 1.0, 0.0, 2.0)",3.0,1
"(1, 3.0, 1.0, 2.0)",0.0,51
"(1, 3.0, 1.0, 2.0)",2.0,35
"(1, 3.0, 1.0, 2.0)",4.0,9
"(1, 3.0, 2.0, 7.0)",0.0,1
"(1, 3.0, 2.0, 3.0)",1.0,9
"(1, 3.0, 1.0, 3.0)",1.0,17
"(1, 3.0, 1.0, 3.0)",4.0,2
"(1, 3.0, 1.0, 7.0)",1.0,2
"(1, 3.0, 1.0, 3.0)",2.0,22
"(1, 3.0, 1.0, 4.0)",1.0,8
"(1, 3.0, 1.0, 3.0)",0.0,20
"(1, 3.0, 2.0, 3.0)",2.0,9
"(1, 3.0, 2.0, 4.0)",0.0,5
"(1, 3.0, 2.0, 3.0)",0.0,4
"(1, 3.0, 1.0, 4.0)",2.0,10
"(1, 3.0, 1.0, 4.0)",4.0,3
"(1, 3.0, 2.0, 7.0)",2.0,1
"(1, 3.0, 1.0, 2.0)",1.0,33
"(1, 2.0, 1.0, 0.0)",2.0,5
"(1, 2.0, 1.0, 3.0)",3.0,14
"(1, 1.0, 1.0, 2.0)",2.0,26
"(1, 1.0, 2.0, 3.0)",1.0,6
"(1, 1.0, 2.0, 0.0)",4.0,2
"(1, 1.0, 1.0, 4.0)",4.0,13
"(1, 1.0, 0.0, 4.0)",1.0,1
"(1, 1.0, 0.0, 0.0)",3.0,16
"(1, 1.0, 0.0, 3.0)",2.0,22
"(1, 1.0, 0.0, 3.0)",3.0,4
"(1, 2.0, 0.0, 0.0)",0.0,1
"(1, 1.0, 3.0, 0.0)",4.0,1
"(1, 1.0, 3.0, 4.0)",1.0,1
"(1, 1.0, 1.0, 0.0)",1.0,14
"(1, 3.0, 0.0, 0.0)",1.0,4
"(1, 3.0, 0.0, 3.0)",1.0,8
"(1, 3.0, 0.0, 3.0)",0.0,7
"(1, 3.0, 1.0, 4.0)",0.0,13
"(1, 3.0, 1.0, 2.0)",3.0,5
"(1, 1.0, 2.0, 0.0)",0.0,2
"(1, 1.0, 0.0, 0.0)",4.0,1
"(1, 1.0, 0.0, 4.0)",3.0,1
"(1, 1.0, 3.0, 3.0)",1.0,2
"(1, 2.0, 1.0, 2.0)",1.0,32
"(1, 1.0, 1.0, 2.0)",3.0,25
"(1, 2.0, 1.0, 0.0)",4.0,2
"(1, 2.0, 1.0, 6.0)",2.0,2
"(1, 2.0, 1.0, 2.0)",4.0,26
"(1, 3.0, 1.0, 4.0)",3.0,1
"(1, 3.0, 2.0, 6.0)",2.0,2
"(1, 3.0, 2.0, 4.0)",1.0,5
"(1, 3.0, 0.0, 2.0)",0.0,2
"(1, 3.0, 0.0, 1.0)",0.0,1
"(1, 2.0, 1.0, 0.0)",3.0,4
"(1, 2.0, 1.0, 4.0)",4.0,1
"(1, 2.0, 1.0, 6.0)",1.0,7
"(1, 2.0, 0.0, 3.0)",1.0,28
"(1, 2.0, 0.0, 1.0)",2.0,2
"(1, 2.0, 1.0, 3.0)",0.0,12
"(1, 1.0, 0.0, 0.0)",1.0,1
"(1, 1.0, 0.0, 2.0)",0.0,1
"(1, 2.0, 0.0, 3.0)",0.0,3
"(1, 2.0, 1.0, 6.0)",0.0,4
"(1, 1.0, 2.0, 4.0)",1.0,3
"(1, 2.0, 1.0, 4.0)",0.0,11
"(1, 3.0, 0.0, 0.0)",2.0,1
"(1, 3.0, 0.0, 4.0)",1.0,2
"(1, 3.0, 0.0, 4.0)",0.0,4
"(1, 3.0, 0.0, 3.0)",4.0,4
"(1, 3.0, 0.0, 7.0)",1.0,2
"(1, 3.0, 1.0, 7.0)",0.0,2
"(1, 2.0, 1.0, 0.0)",1.0,4
"(1, 2.0, 1.0, 4.0)",1.0,2
"(1, 2.0, 2.0, 4.0)",3.0,1
"(1, 1.0, 1.0, 3.0)",4.0,5
"(1, 3.0, 2.0, 0.0)",1.0,1
"(1, 3.0, 2.0, 4.0)",2.0,4
"(1, 3.0, 0.0, 1.0)",2.0,1
"(1, 3.0, 0.0, 3.0)",3.0,1
"(1, 3.0, 1.0, 6.0)",2.0,2
"(1, 2.0, 2.0, 0.0)",1.0,4
"(1, 2.0, 0.0, 0.0)",3.0,2
"(1, 2.0, 0.0, 4.0)",3.0,2
"(1, 2.0, 2.0, 4.0)",4.0,1
"(1, 2.0, 2.0, 6.0)",3.0,3
"(1, 2.0, 2.0, 4.0)",1.0,1
"(1, 2.0, 0.0, 0.0)",1.0,11
"(1, 2.0, 0.0, 2.0)",2.0,1
"(1, 2.0, 0.0, 2.0)",4.0,1
"(1, 3.0, 0.0, 6.0)",1.0,1
"(1, 3.0, 0.0, 3.0)",2.0,6
"(1, 3.0, 0.0, 4.0)",2.0,1
"(1, 2.0, 0.0, 3.0)",3.0,2
"(1, 2.0, 0.0, 4.0)",0.0,1
"(1, 1.0, 0.0, 0.0)",2.0,1
"(1, 3.0, 2.0, 0.0)",2.0,1
"(1, 3.0, 1.0, 3.0)",3.0,5
"(1, 3.0, 1.0, 6.0)",1.0,2
"(1, 1.0, 2.0, 0.0)",1.0,4
"(1, 3.0, 0.0, 0.0)",0.0,1
"(1, 3.0, 3.0, 4.0)",1.0,1
"(1, 3.0, 0.0, 2.0)",1.0,1
"(1, 3.0, 0.0, 4.0)",3.0,1
"(1, 3.0, 0.0, 6.0)",2.0,1
"(1, 2.0, 1.0, 4.0)",2.0,1
"(1, 2.0, 0.0, 3.0)",4.0,3
"(1, 2.0, 1.0, 0.0)",0.0,2
"(1, 1.0, 1.0, 0.0)",4.0,1
"(1, 2.0, 2.0, 0.0)",2.0,2
"(1, 2.0, 2.0, 6.0)",0.0,1
"(1, 2.0, 0.0, 0.0)",4.0,2
"(1, 2.0, 2.0, 6.0)",2.0,1
"(1, 2.0, 0.0, 1.0)",1.0,1
"(1, 2.0, 2.0, 3.0)",0.0,4
"(1, 1.0, 2.0, 3.0)",3.0,1
"(1, 2.0, 3.0, 0.0)",4.0,1
"(1, 2.0, 3.0, 6.0)",1.0,1
"(1, 2.0, 1.0, 6.0)",4.0,1
"(1, 2.0, 0.0, 1.0)",0.0,1
"(1, 2.0, 3.0, 0.0)",0.0,1
"(1, 3.0, 0.0, 4.0)",4.0,1
"(1, 3.0, 0.0, 7.0)",0.0,2
"(1, 3.0, 2.0, 7.0)",3.0,1
"(1, 1.0, 1.0, 3.0)",3.0,3
"(1, 2.0, 0.0, 3.0)",2.0,3
"(1, 2.0, 3.0, 4.0)",2.0,1
"(1, 3.0, 1.0, 6.0)",0.0,2
"(1, 3.0, 1.0, 7.0)",2.0,1
"(1, 3.0, 2.0, 3.0)",3.0,1
"(1, 3.0, 1.0, 0.0)",1.0,1
"(1, 3.0, 1.0, 7.0)",3.0,1
"(1, 1.0, 1.0, 0.0)",3.0,1
"(1, 2.0, 0.0, 6.0)",2.0,2
"(1, 2.0, 0.0, 4.0)",2.0,2
"(1, 1.0, 0.0, 2.0)",4.0,1
"(1, 1.0, 0.0, 4.0)",2.0,1
"(1, 2.0, 0.0, 0.0)",2.0,1
"(1, 3.0, 1.0, 0.0)",0.0,1
"(1, 3.0, 0.0, 6.0)",0.0,1
"(1, 2.0, 1.0, 6.0)",3.0,1
