State,Action,Count
"(3.0, 0.0, 3.0)",4.0,1
"(3.0, 0.0, 7.0)",4.0,1
"(3.0, 0.0, 7.0)",0.0,2
"(3.0, 0.0, 3.0)",3.0,2
"(3.0, 1.0, 6.0)",4.0,1
"(1.0, 1.0, 4.0)",1.0,3
"(1.0, 0.0, 2.0)",3.0,4
"(1.0, 1.0, 0.0)",2.0,4
"(1.0, 0.0, 1.0)",0.0,4
"(1.0, 0.0, 3.0)",2.0,4
"(1.0, 0.0, 3.0)",0.0,6
"(3.0, 3.0, 7.0)",2.0,1
"(3.0, 3.0, 4.0)",2.0,1
"(3.0, 3.0, 4.0)",1.0,1
"(3.0, 3.0, 3.0)",2.0,1
"(2.0, 0.0, 0.0)",1.0,3
"(2.0, 1.0, 4.0)",4.0,8
"(1.0, 0.0, 0.0)",3.0,2
"(1.0, 3.0, 3.0)",4.0,1
"(2.0, 0.0, 0.0)",0.0,5
"(2.0, 0.0, 2.0)",4.0,4
"(2.0, 0.0, 6.0)",4.0,1
"(3.0, 1.0, 3.0)",2.0,4
"(3.0, 2.0, 7.0)",1.0,1
"(3.0, 2.0, 4.0)",2.0,3
"(3.0, 2.0, 3.0)",0.0,4
"(2.0, 2.0, 0.0)",0.0,2
"(1.0, 2.0, 4.0)",0.0,2
"(2.0, 3.0, 6.0)",0.0,1
"(1.0, 3.0, 0.0)",4.0,1
"(1.0, 3.0, 4.0)",2.0,1
"(3.0, 0.0, 3.0)",1.0,6
"(3.0, 0.0, 4.0)",4.0,1
"(3.0, 0.0, 2.0)",0.0,1
"(2.0, 2.0, 4.0)",3.0,1
"(2.0, 2.0, 0.0)",2.0,3
"(1.0, 0.0, 1.0)",4.0,1
"(1.0, 0.0, 1.0)",2.0,5
"(2.0, 2.0, 6.0)",4.0,1
"(1.0, 2.0, 0.0)",3.0,3
"(1.0, 1.0, 4.0)",2.0,1
"(1.0, 2.0, 3.0)",3.0,7
"(3.0, 1.0, 4.0)",3.0,2
"(1.0, 2.0, 3.0)",2.0,7
"(1.0, 2.0, 0.0)",2.0,4
"(3.0, 1.0, 6.0)",2.0,3
"(3.0, 1.0, 4.0)",0.0,3
"(2.0, 0.0, 1.0)",0.0,1
"(1.0, 2.0, 4.0)",1.0,3
"(2.0, 0.0, 4.0)",4.0,3
"(2.0, 2.0, 6.0)",3.0,1
"(2.0, 0.0, 6.0)",2.0,1
"(2.0, 2.0, 4.0)",1.0,2
"(2.0, 3.0, 0.0)",1.0,1
"(1.0, 0.0, 2.0)",2.0,2
"(2.0, 3.0, 3.0)",0.0,1
"(2.0, 0.0, 4.0)",3.0,1
"(3.0, 2.0, 4.0)",3.0,2
"(3.0, 0.0, 4.0)",1.0,1
"(3.0, 0.0, 6.0)",2.0,1
"(3.0, 2.0, 7.0)",2.0,1
"(3.0, 2.0, 6.0)",0.0,1
"(2.0, 0.0, 1.0)",4.0,1
"(2.0, 0.0, 1.0)",1.0,1
"(1.0, 2.0, 0.0)",4.0,1
"(1.0, 2.0, 4.0)",4.0,1
"(3.0, 2.0, 0.0)",2.0,1
"(1.0, 0.0, 2.0)",0.0,1
"(2.0, 2.0, 4.0)",4.0,1
"(2.0, 0.0, 1.0)",2.0,1
"(2.0, 3.0, 3.0)",3.0,1
"(2.0, 3.0, 4.0)",1.0,1
