State,Action,Count
"(2.0, 1.0, 3.0)",1.0,152
"(2.0, 1.0, 3.0)",4.0,76
"(2.0, 1.0, 6.0)",2.0,5
"(2.0, 1.0, 3.0)",2.0,74
"(2.0, 1.0, 3.0)",0.0,78
"(2.0, 1.0, 2.0)",3.0,157
"(2.0, 1.0, 4.0)",3.0,12
"(2.0, 1.0, 4.0)",2.0,5
"(2.0, 1.0, 2.0)",1.0,153
"(2.0, 2.0, 4.0)",0.0,7
"(2.0, 1.0, 2.0)",2.0,364
"(2.0, 1.0, 2.0)",0.0,148
"(2.0, 1.0, 0.0)",4.0,4
"(2.0, 0.0, 0.0)",2.0,7
"(2.0, 2.0, 3.0)",0.0,24
"(2.0, 1.0, 2.0)",4.0,150
"(1.0, 1.0, 2.0)",0.0,76
"(2.0, 1.0, 0.0)",2.0,9
"(2.0, 1.0, 3.0)",3.0,65
"(2.0, 0.0, 4.0)",1.0,5
"(2.0, 0.0, 3.0)",2.0,8
"(2.0, 0.0, 3.0)",0.0,12
"(3.0, 2.0, 0.0)",3.0,1
"(3.0, 2.0, 6.0)",3.0,2
"(3.0, 2.0, 6.0)",2.0,2
"(3.0, 2.0, 4.0)",0.0,5
"(3.0, 2.0, 3.0)",2.0,3
"(3.0, 2.0, 4.0)",4.0,2
"(3.0, 1.0, 2.0)",1.0,65
"(3.0, 1.0, 2.0)",0.0,62
"(3.0, 1.0, 2.0)",4.0,31
"(3.0, 1.0, 2.0)",2.0,56
"(3.0, 1.0, 2.0)",3.0,40
"(3.0, 0.0, 2.0)",2.0,2
"(3.0, 1.0, 4.0)",2.0,2
"(3.0, 1.0, 4.0)",1.0,4
"(2.0, 0.0, 0.0)",3.0,12
"(2.0, 0.0, 4.0)",0.0,4
"(3.0, 1.0, 0.0)",4.0,2
"(3.0, 1.0, 7.0)",0.0,3
"(3.0, 1.0, 3.0)",3.0,4
"(3.0, 1.0, 6.0)",3.0,2
"(3.0, 1.0, 6.0)",1.0,2
"(3.0, 0.0, 3.0)",2.0,3
"(3.0, 2.0, 4.0)",1.0,1
"(3.0, 2.0, 3.0)",4.0,7
"(3.0, 2.0, 7.0)",4.0,2
"(3.0, 1.0, 7.0)",1.0,2
"(3.0, 1.0, 7.0)",4.0,4
"(3.0, 1.0, 7.0)",2.0,4
"(3.0, 1.0, 3.0)",0.0,6
"(1.0, 1.0, 2.0)",2.0,100
"(1.0, 1.0, 2.0)",4.0,87
"(1.0, 1.0, 2.0)",3.0,82
"(1.0, 1.0, 2.0)",1.0,177
"(2.0, 0.0, 3.0)",3.0,5
"(2.0, 0.0, 3.0)",1.0,7
"(2.0, 1.0, 6.0)",1.0,21
"(2.0, 0.0, 6.0)",1.0,4
"(1.0, 0.0, 0.0)",4.0,8
"(1.0, 0.0, 4.0)",3.0,3
"(1.0, 0.0, 3.0)",1.0,6
"(1.0, 0.0, 1.0)",3.0,5
"(1.0, 0.0, 1.0)",1.0,11
"(1.0, 1.0, 3.0)",0.0,19
"(1.0, 1.0, 0.0)",0.0,6
"(2.0, 1.0, 6.0)",4.0,12
"(2.0, 1.0, 4.0)",0.0,8
"(3.0, 2.0, 0.0)",0.0,2
"(3.0, 0.0, 3.0)",0.0,2
"(3.0, 2.0, 3.0)",1.0,5
"(2.0, 1.0, 0.0)",3.0,4
"(2.0, 1.0, 4.0)",1.0,9
"(1.0, 0.0, 3.0)",3.0,7
"(1.0, 1.0, 3.0)",2.0,27
"(1.0, 1.0, 3.0)",1.0,34
"(1.0, 2.0, 0.0)",1.0,7
"(1.0, 0.0, 0.0)",2.0,9
"(1.0, 2.0, 3.0)",4.0,10
"(1.0, 0.0, 2.0)",1.0,3
"(1.0, 1.0, 0.0)",4.0,6
"(1.0, 1.0, 4.0)",3.0,5
"(1.0, 1.0, 3.0)",3.0,21
"(1.0, 1.0, 3.0)",4.0,18
"(2.0, 2.0, 3.0)",1.0,54
"(2.0, 2.0, 3.0)",2.0,26
"(2.0, 2.0, 3.0)",3.0,14
"(2.0, 2.0, 3.0)",4.0,24
"(1.0, 2.0, 4.0)",3.0,2
"(1.0, 2.0, 3.0)",1.0,13
"(2.0, 2.0, 6.0)",2.0,5
"(2.0, 0.0, 2.0)",0.0,3
"(2.0, 0.0, 2.0)",1.0,5
"(2.0, 2.0, 0.0)",3.0,3
"(1.0, 0.0, 4.0)",1.0,2
"(1.0, 0.0, 2.0)",4.0,5
"(1.0, 2.0, 4.0)",2.0,4
"(2.0, 1.0, 0.0)",1.0,4
"(1.0, 1.0, 0.0)",3.0,7
"(1.0, 1.0, 4.0)",4.0,13
"(1.0, 1.0, 4.0)",0.0,6
"(2.0, 1.0, 0.0)",0.0,5
"(2.0, 2.0, 6.0)",1.0,2
"(2.0, 0.0, 3.0)",4.0,4
"(2.0, 1.0, 6.0)",0.0,8
"(3.0, 1.0, 0.0)",0.0,2
"(2.0, 1.0, 6.0)",3.0,7
"(2.0, 2.0, 4.0)",2.0,3
"(2.0, 0.0, 1.0)",3.0,4
"(2.0, 2.0, 0.0)",1.0,3
"(2.0, 0.0, 2.0)",3.0,4
"(2.0, 0.0, 2.0)",2.0,3
"(1.0, 0.0, 0.0)",0.0,7
"(1.0, 0.0, 3.0)",4.0,4
"(1.0, 0.0, 4.0)",2.0,2
"(2.0, 0.0, 4.0)",2.0,4
"(1.0, 1.0, 0.0)",1.0,13
"(2.0, 0.0, 0.0)",4.0,2
"(2.0, 2.0, 6.0)",0.0,6
"(2.0, 0.0, 6.0)",3.0,1
"(3.0, 1.0, 0.0)",2.0,2
"(3.0, 1.0, 4.0)",4.0,3
"(3.0, 1.0, 3.0)",1.0,8
"(3.0, 1.0, 3.0)",4.0,8
"(3.0, 3.0, 0.0)",2.0,1
"(3.0, 3.0, 4.0)",3.0,1
"(3.0, 3.0, 6.0)",4.0,1
"(3.0, 1.0, 7.0)",3.0,2
"(3.0, 1.0, 6.0)",0.0,2
"(1.0, 2.0, 3.0)",0.0,11
"(1.0, 0.0, 0.0)",1.0,10
"(3.0, 0.0, 0.0)",1.0,1
"(3.0, 2.0, 3.0)",3.0,2
"(3.0, 2.0, 6.0)",4.0,1
"(3.0, 0.0, 7.0)",2.0,2
"(3.0, 0.0, 4.0)",0.0,4
"(1.0, 2.0, 0.0)",0.0,5
"(3.0, 0.0, 0.0)",3.0,3
"(3.0, 0.0, 6.0)",1.0,1
"(3.0, 0.0, 2.0)",1.0,1
