State,Action,Count
"(1, 2.0, 0.0, 0.0)",0.0,4
"(1, 2.0, 1.0, 2.0)",0.0,170
"(1, 3.0, 1.0, 0.0)",4.0,1
"(1, 3.0, 1.0, 7.0)",0.0,3
"(1, 3.0, 1.0, 3.0)",0.0,12
"(1, 3.0, 1.0, 3.0)",1.0,11
"(1, 2.0, 1.0, 2.0)",3.0,177
"(1, 2.0, 1.0, 2.0)",4.0,162
"(1, 2.0, 1.0, 2.0)",1.0,325
"(1, 2.0, 1.0, 2.0)",2.0,187
"(1, 1.0, 2.0, 0.0)",4.0,5
"(1, 1.0, 1.0, 4.0)",1.0,6
"(1, 1.0, 1.0, 2.0)",2.0,60
"(1, 1.0, 0.0, 3.0)",2.0,4
"(1, 1.0, 2.0, 3.0)",1.0,11
"(1, 2.0, 2.0, 3.0)",1.0,36
"(1, 2.0, 1.0, 3.0)",1.0,162
"(1, 2.0, 1.0, 3.0)",4.0,98
"(1, 2.0, 1.0, 3.0)",0.0,81
"(1, 1.0, 2.0, 4.0)",0.0,4
"(1, 2.0, 0.0, 0.0)",1.0,9
"(1, 2.0, 0.0, 3.0)",0.0,8
"(1, 1.0, 1.0, 0.0)",4.0,5
"(1, 1.0, 0.0, 4.0)",1.0,3
"(1, 1.0, 0.0, 2.0)",1.0,9
"(1, 2.0, 0.0, 2.0)",4.0,4
"(1, 2.0, 1.0, 6.0)",2.0,13
"(1, 2.0, 1.0, 3.0)",2.0,81
"(1, 2.0, 1.0, 6.0)",0.0,9
"(1, 2.0, 1.0, 4.0)",1.0,12
"(1, 2.0, 1.0, 3.0)",3.0,74
"(1, 2.0, 1.0, 4.0)",0.0,13
"(1, 2.0, 2.0, 3.0)",4.0,30
"(1, 2.0, 2.0, 3.0)",3.0,58
"(1, 2.0, 2.0, 3.0)",2.0,19
"(1, 2.0, 2.0, 3.0)",0.0,31
"(1, 2.0, 2.0, 4.0)",3.0,5
"(1, 2.0, 2.0, 4.0)",0.0,4
"(1, 2.0, 1.0, 4.0)",3.0,11
"(1, 1.0, 1.0, 2.0)",1.0,132
"(1, 1.0, 1.0, 2.0)",3.0,63
"(1, 1.0, 1.0, 2.0)",4.0,68
"(1, 1.0, 1.0, 2.0)",0.0,77
"(1, 2.0, 2.0, 0.0)",0.0,4
"(1, 1.0, 2.0, 0.0)",3.0,4
"(1, 1.0, 2.0, 3.0)",2.0,11
"(1, 1.0, 1.0, 3.0)",0.0,24
"(1, 1.0, 2.0, 0.0)",1.0,7
"(1, 1.0, 2.0, 3.0)",3.0,9
"(1, 1.0, 2.0, 3.0)",0.0,11
"(1, 1.0, 1.0, 3.0)",1.0,34
"(1, 2.0, 2.0, 0.0)",2.0,3
"(1, 2.0, 2.0, 6.0)",4.0,2
"(1, 2.0, 2.0, 6.0)",0.0,4
"(1, 1.0, 1.0, 3.0)",4.0,16
"(1, 2.0, 1.0, 0.0)",4.0,7
"(1, 2.0, 1.0, 6.0)",1.0,10
"(1, 1.0, 3.0, 0.0)",0.0,2
"(1, 1.0, 0.0, 0.0)",0.0,7
"(1, 1.0, 0.0, 1.0)",3.0,4
"(1, 1.0, 2.0, 3.0)",4.0,13
"(1, 1.0, 2.0, 4.0)",3.0,2
"(1, 1.0, 0.0, 3.0)",1.0,11
"(1, 1.0, 1.0, 3.0)",3.0,21
"(1, 1.0, 1.0, 3.0)",2.0,16
"(1, 2.0, 0.0, 2.0)",0.0,7
"(1, 3.0, 1.0, 2.0)",2.0,41
"(1, 3.0, 1.0, 2.0)",4.0,24
"(1, 3.0, 1.0, 2.0)",0.0,42
"(1, 3.0, 1.0, 2.0)",1.0,50
"(1, 3.0, 1.0, 3.0)",4.0,8
"(1, 3.0, 1.0, 7.0)",2.0,4
"(1, 3.0, 1.0, 4.0)",0.0,2
"(1, 3.0, 1.0, 3.0)",3.0,7
"(1, 3.0, 1.0, 6.0)",4.0,1
"(1, 3.0, 1.0, 3.0)",2.0,15
"(1, 3.0, 1.0, 4.0)",1.0,9
"(1, 3.0, 1.0, 6.0)",3.0,4
"(1, 3.0, 2.0, 6.0)",1.0,1
"(1, 3.0, 2.0, 3.0)",4.0,3
"(1, 3.0, 2.0, 7.0)",3.0,2
"(1, 3.0, 2.0, 6.0)",0.0,3
"(1, 3.0, 2.0, 3.0)",2.0,3
"(1, 3.0, 0.0, 4.0)",0.0,2
"(1, 3.0, 0.0, 3.0)",2.0,1
"(1, 3.0, 0.0, 4.0)",1.0,2
"(1, 3.0, 0.0, 3.0)",4.0,2
"(1, 3.0, 0.0, 7.0)",2.0,2
"(1, 3.0, 2.0, 4.0)",0.0,3
"(1, 3.0, 1.0, 6.0)",1.0,6
"(1, 2.0, 0.0, 0.0)",3.0,4
"(1, 2.0, 0.0, 4.0)",4.0,3
"(1, 2.0, 0.0, 6.0)",4.0,3
"(1, 2.0, 0.0, 6.0)",0.0,3
"(1, 2.0, 2.0, 0.0)",4.0,2
"(1, 3.0, 0.0, 0.0)",4.0,2
"(1, 3.0, 2.0, 6.0)",2.0,2
"(1, 3.0, 2.0, 4.0)",1.0,1
"(1, 3.0, 2.0, 3.0)",0.0,1
"(1, 3.0, 1.0, 4.0)",2.0,6
"(1, 3.0, 1.0, 2.0)",3.0,18
"(1, 2.0, 0.0, 3.0)",3.0,9
"(1, 2.0, 0.0, 4.0)",3.0,4
"(1, 2.0, 1.0, 4.0)",2.0,23
"(1, 2.0, 1.0, 6.0)",3.0,11
"(1, 2.0, 2.0, 4.0)",1.0,7
"(1, 2.0, 2.0, 0.0)",3.0,5
"(1, 2.0, 1.0, 4.0)",4.0,7
"(1, 2.0, 0.0, 3.0)",1.0,9
"(1, 2.0, 0.0, 3.0)",2.0,8
"(1, 2.0, 2.0, 4.0)",2.0,6
"(1, 1.0, 0.0, 0.0)",1.0,11
"(1, 1.0, 0.0, 2.0)",4.0,4
"(1, 1.0, 0.0, 4.0)",3.0,1
"(1, 1.0, 1.0, 0.0)",2.0,3
"(1, 1.0, 0.0, 3.0)",0.0,2
"(1, 1.0, 0.0, 1.0)",4.0,4
"(1, 1.0, 2.0, 4.0)",4.0,3
"(1, 2.0, 0.0, 0.0)",2.0,4
"(1, 1.0, 3.0, 0.0)",4.0,1
"(1, 1.0, 1.0, 4.0)",2.0,2
