State,Action,Count
"(1, 2.0, 1.0, 3.0)",4.0,78
"(1, 2.0, 1.0, 3.0)",2.0,76
"(1, 2.0, 1.0, 0.0)",3.0,1
"(1, 2.0, 1.0, 2.0)",1.0,648
"(1, 1.0, 0.0, 0.0)",0.0,2
"(1, 1.0, 1.0, 2.0)",1.0,385
"(1, 1.0, 1.0, 2.0)",0.0,82
"(1, 3.0, 1.0, 2.0)",2.0,61
"(1, 3.0, 1.0, 2.0)",0.0,37
"(1, 3.0, 1.0, 2.0)",4.0,23
"(1, 3.0, 2.0, 7.0)",2.0,2
"(1, 3.0, 1.0, 4.0)",1.0,4
"(1, 3.0, 1.0, 3.0)",2.0,8
"(1, 3.0, 1.0, 4.0)",0.0,4
"(1, 1.0, 0.0, 0.0)",1.0,11
"(1, 1.0, 0.0, 2.0)",1.0,15
"(1, 1.0, 0.0, 2.0)",0.0,7
"(1, 1.0, 1.0, 2.0)",2.0,67
"(1, 1.0, 1.0, 2.0)",4.0,81
"(1, 2.0, 1.0, 2.0)",3.0,121
"(1, 2.0, 1.0, 2.0)",2.0,119
"(1, 2.0, 1.0, 2.0)",0.0,97
"(1, 2.0, 1.0, 2.0)",4.0,116
"(1, 2.0, 1.0, 6.0)",3.0,5
"(1, 2.0, 1.0, 4.0)",3.0,9
"(1, 2.0, 1.0, 4.0)",0.0,29
"(1, 1.0, 1.0, 2.0)",3.0,73
"(1, 1.0, 1.0, 3.0)",3.0,11
"(1, 1.0, 1.0, 3.0)",1.0,60
"(1, 2.0, 0.0, 0.0)",1.0,12
"(1, 2.0, 1.0, 3.0)",1.0,332
"(1, 2.0, 2.0, 3.0)",2.0,26
"(1, 2.0, 2.0, 3.0)",1.0,21
"(1, 2.0, 1.0, 0.0)",1.0,20
"(1, 2.0, 1.0, 3.0)",3.0,62
"(1, 2.0, 1.0, 4.0)",2.0,5
"(1, 2.0, 2.0, 3.0)",3.0,101
"(1, 2.0, 2.0, 4.0)",1.0,14
"(1, 2.0, 0.0, 3.0)",1.0,32
"(1, 2.0, 0.0, 3.0)",3.0,4
"(1, 3.0, 1.0, 2.0)",1.0,49
"(1, 3.0, 1.0, 3.0)",1.0,17
"(1, 3.0, 2.0, 3.0)",0.0,4
"(1, 3.0, 1.0, 3.0)",4.0,1
"(1, 3.0, 1.0, 7.0)",0.0,4
"(1, 3.0, 1.0, 3.0)",3.0,5
"(1, 3.0, 1.0, 2.0)",3.0,17
"(1, 1.0, 1.0, 0.0)",1.0,22
"(1, 1.0, 0.0, 2.0)",2.0,3
"(1, 1.0, 0.0, 3.0)",1.0,10
"(1, 2.0, 1.0, 0.0)",4.0,3
"(1, 2.0, 1.0, 6.0)",0.0,5
"(1, 1.0, 1.0, 0.0)",2.0,2
"(1, 2.0, 1.0, 6.0)",1.0,20
"(1, 2.0, 2.0, 3.0)",4.0,19
"(1, 2.0, 1.0, 3.0)",0.0,67
"(1, 3.0, 0.0, 3.0)",0.0,7
"(1, 3.0, 2.0, 3.0)",2.0,4
"(1, 3.0, 1.0, 4.0)",4.0,1
"(1, 2.0, 0.0, 3.0)",0.0,7
"(1, 2.0, 2.0, 3.0)",0.0,23
"(1, 1.0, 2.0, 3.0)",0.0,9
"(1, 1.0, 1.0, 3.0)",0.0,11
"(1, 2.0, 0.0, 0.0)",3.0,4
"(1, 2.0, 0.0, 4.0)",1.0,4
"(1, 2.0, 1.0, 4.0)",1.0,7
"(1, 1.0, 2.0, 3.0)",2.0,5
"(1, 1.0, 2.0, 3.0)",1.0,18
"(1, 1.0, 2.0, 0.0)",0.0,5
"(1, 2.0, 2.0, 0.0)",1.0,2
"(1, 2.0, 2.0, 4.0)",0.0,7
"(1, 2.0, 2.0, 0.0)",4.0,1
"(1, 1.0, 1.0, 3.0)",2.0,10
"(1, 2.0, 0.0, 2.0)",2.0,13
"(1, 2.0, 2.0, 6.0)",4.0,5
"(1, 2.0, 0.0, 6.0)",2.0,3
"(1, 2.0, 0.0, 2.0)",0.0,3
"(1, 2.0, 2.0, 0.0)",2.0,6
"(1, 1.0, 2.0, 0.0)",3.0,4
"(1, 1.0, 2.0, 3.0)",4.0,4
"(1, 2.0, 2.0, 0.0)",3.0,1
"(1, 1.0, 1.0, 0.0)",0.0,2
"(1, 1.0, 1.0, 0.0)",4.0,5
"(1, 1.0, 0.0, 4.0)",4.0,10
"(1, 1.0, 0.0, 4.0)",3.0,1
"(1, 2.0, 0.0, 0.0)",0.0,3
"(1, 1.0, 1.0, 4.0)",4.0,18
"(1, 1.0, 1.0, 4.0)",3.0,2
"(1, 1.0, 0.0, 0.0)",3.0,4
"(1, 1.0, 0.0, 3.0)",3.0,4
"(1, 1.0, 2.0, 0.0)",1.0,2
"(1, 1.0, 0.0, 1.0)",4.0,2
"(1, 1.0, 2.0, 4.0)",0.0,4
"(1, 1.0, 0.0, 1.0)",1.0,1
"(1, 1.0, 0.0, 1.0)",2.0,4
"(1, 1.0, 1.0, 4.0)",0.0,3
"(1, 1.0, 0.0, 3.0)",0.0,1
"(1, 2.0, 1.0, 6.0)",2.0,5
"(1, 1.0, 0.0, 4.0)",1.0,2
"(1, 1.0, 0.0, 2.0)",3.0,2
"(1, 2.0, 3.0, 6.0)",3.0,1
"(1, 2.0, 0.0, 3.0)",4.0,11
"(1, 2.0, 0.0, 1.0)",4.0,1
"(1, 2.0, 2.0, 6.0)",0.0,3
"(1, 2.0, 0.0, 2.0)",3.0,1
"(1, 2.0, 2.0, 4.0)",2.0,3
"(1, 2.0, 0.0, 2.0)",4.0,2
"(1, 3.0, 0.0, 0.0)",0.0,3
"(1, 3.0, 0.0, 3.0)",2.0,3
"(1, 3.0, 0.0, 4.0)",4.0,1
"(1, 3.0, 0.0, 7.0)",1.0,1
"(1, 3.0, 1.0, 7.0)",1.0,2
"(1, 3.0, 2.0, 4.0)",3.0,3
"(1, 3.0, 1.0, 6.0)",2.0,2
"(1, 2.0, 2.0, 6.0)",2.0,4
"(1, 1.0, 1.0, 3.0)",4.0,3
"(1, 2.0, 2.0, 6.0)",3.0,4
"(1, 2.0, 1.0, 4.0)",4.0,4
"(1, 2.0, 0.0, 3.0)",2.0,5
"(1, 2.0, 0.0, 4.0)",2.0,4
"(1, 3.0, 0.0, 0.0)",2.0,2
"(1, 3.0, 2.0, 4.0)",1.0,2
"(1, 3.0, 2.0, 3.0)",4.0,3
"(1, 3.0, 2.0, 4.0)",2.0,1
"(1, 3.0, 0.0, 4.0)",0.0,3
"(1, 2.0, 2.0, 4.0)",4.0,3
"(1, 1.0, 3.0, 0.0)",3.0,1
"(1, 1.0, 3.0, 3.0)",4.0,1
"(1, 1.0, 1.0, 4.0)",2.0,2
"(1, 2.0, 3.0, 0.0)",2.0,1
"(1, 2.0, 3.0, 3.0)",4.0,1
"(1, 2.0, 3.0, 6.0)",2.0,1
"(1, 2.0, 3.0, 3.0)",1.0,1
"(1, 3.0, 2.0, 4.0)",4.0,1
"(1, 3.0, 2.0, 7.0)",3.0,1
"(1, 3.0, 2.0, 6.0)",0.0,1
"(1, 2.0, 0.0, 4.0)",0.0,2
"(1, 1.0, 0.0, 2.0)",4.0,5
"(1, 3.0, 1.0, 0.0)",2.0,1
"(1, 3.0, 1.0, 3.0)",0.0,10
"(1, 3.0, 0.0, 3.0)",1.0,5
"(1, 3.0, 2.0, 3.0)",1.0,1
"(1, 3.0, 1.0, 4.0)",2.0,1
"(1, 3.0, 1.0, 6.0)",0.0,5
"(1, 2.0, 1.0, 0.0)",2.0,3
"(1, 2.0, 1.0, 6.0)",4.0,2
"(1, 2.0, 0.0, 1.0)",3.0,1
"(1, 3.0, 2.0, 0.0)",2.0,1
"(1, 3.0, 0.0, 4.0)",1.0,1
"(1, 3.0, 3.0, 3.0)",0.0,1
"(1, 1.0, 3.0, 0.0)",4.0,1
"(1, 1.0, 3.0, 4.0)",0.0,1
"(1, 2.0, 2.0, 4.0)",3.0,1
"(1, 3.0, 0.0, 2.0)",0.0,1
"(1, 3.0, 0.0, 0.0)",1.0,2
