State,Action,Count
"(1, 1.0, 1.0, 2.0)",1.0,575
"(1, 2.0, 1.0, 0.0)",3.0,4
"(1, 2.0, 1.0, 4.0)",1.0,31
"(1, 2.0, 1.0, 3.0)",1.0,395
"(1, 2.0, 1.0, 2.0)",2.0,76
"(1, 1.0, 1.0, 2.0)",0.0,51
"(1, 2.0, 1.0, 2.0)",0.0,80
"(1, 2.0, 1.0, 2.0)",1.0,805
"(1, 2.0, 1.0, 2.0)",4.0,72
"(1, 2.0, 1.0, 3.0)",2.0,30
"(1, 2.0, 1.0, 3.0)",3.0,41
"(1, 2.0, 1.0, 3.0)",0.0,47
"(1, 1.0, 1.0, 2.0)",2.0,39
"(1, 2.0, 2.0, 3.0)",1.0,177
"(1, 1.0, 1.0, 0.0)",1.0,17
"(1, 1.0, 1.0, 2.0)",4.0,51
"(1, 1.0, 1.0, 3.0)",1.0,69
"(1, 2.0, 1.0, 3.0)",4.0,46
"(1, 1.0, 0.0, 0.0)",3.0,2
"(1, 1.0, 0.0, 3.0)",1.0,7
"(1, 1.0, 1.0, 2.0)",3.0,56
"(1, 3.0, 0.0, 2.0)",2.0,1
"(1, 3.0, 1.0, 2.0)",1.0,56
"(1, 3.0, 2.0, 3.0)",1.0,11
"(1, 3.0, 1.0, 3.0)",3.0,3
"(1, 3.0, 2.0, 6.0)",3.0,1
"(1, 3.0, 1.0, 6.0)",3.0,3
"(1, 3.0, 1.0, 6.0)",1.0,2
"(1, 3.0, 1.0, 3.0)",2.0,24
"(1, 3.0, 1.0, 2.0)",0.0,85
"(1, 3.0, 1.0, 2.0)",2.0,74
"(1, 3.0, 1.0, 2.0)",4.0,18
"(1, 2.0, 0.0, 2.0)",3.0,32
"(1, 2.0, 0.0, 2.0)",1.0,3
"(1, 2.0, 0.0, 3.0)",0.0,38
"(1, 2.0, 0.0, 1.0)",2.0,1
"(1, 2.0, 0.0, 4.0)",3.0,4
"(1, 2.0, 1.0, 2.0)",3.0,72
"(1, 2.0, 1.0, 4.0)",0.0,2
"(1, 2.0, 2.0, 3.0)",4.0,12
"(1, 2.0, 1.0, 6.0)",1.0,15
"(1, 2.0, 2.0, 0.0)",3.0,14
"(1, 2.0, 2.0, 4.0)",2.0,7
"(1, 3.0, 1.0, 0.0)",2.0,3
"(1, 3.0, 1.0, 4.0)",1.0,14
"(1, 3.0, 1.0, 3.0)",0.0,20
"(1, 3.0, 1.0, 3.0)",1.0,20
"(1, 3.0, 2.0, 3.0)",2.0,9
"(1, 3.0, 2.0, 4.0)",1.0,6
"(1, 3.0, 0.0, 3.0)",0.0,5
"(1, 3.0, 1.0, 4.0)",0.0,12
"(1, 3.0, 0.0, 3.0)",2.0,6
"(1, 3.0, 1.0, 2.0)",3.0,12
"(1, 3.0, 1.0, 6.0)",0.0,2
"(1, 3.0, 1.0, 3.0)",4.0,7
"(1, 3.0, 1.0, 7.0)",2.0,3
"(1, 2.0, 0.0, 0.0)",4.0,3
"(1, 2.0, 0.0, 6.0)",1.0,3
"(1, 2.0, 0.0, 3.0)",2.0,5
