State,Action,Count
"(1, 2.0, 1.0, 2.0)",1.0,688
"(1, 2.0, 1.0, 2.0)",3.0,92
"(1, 2.0, 1.0, 2.0)",2.0,87
"(1, 1.0, 1.0, 2.0)",1.0,418
"(1, 1.0, 1.0, 2.0)",0.0,69
"(1, 1.0, 0.0, 0.0)",2.0,2
"(1, 1.0, 0.0, 3.0)",1.0,12
"(1, 1.0, 1.0, 2.0)",2.0,45
"(1, 1.0, 1.0, 2.0)",3.0,63
"(1, 1.0, 1.0, 2.0)",4.0,44
"(1, 2.0, 1.0, 3.0)",1.0,483
"(1, 2.0, 1.0, 3.0)",2.0,53
"(1, 2.0, 1.0, 3.0)",4.0,56
"(1, 2.0, 1.0, 2.0)",0.0,86
"(1, 2.0, 1.0, 0.0)",3.0,18
"(1, 2.0, 1.0, 4.0)",1.0,37
"(1, 2.0, 1.0, 3.0)",0.0,53
"(1, 2.0, 0.0, 0.0)",0.0,3
"(1, 2.0, 0.0, 2.0)",0.0,6
"(1, 2.0, 0.0, 3.0)",2.0,40
"(1, 2.0, 1.0, 3.0)",3.0,63
"(1, 2.0, 0.0, 2.0)",3.0,5
"(1, 2.0, 0.0, 4.0)",1.0,12
"(1, 2.0, 2.0, 3.0)",2.0,28
"(1, 2.0, 2.0, 3.0)",1.0,177
"(1, 2.0, 1.0, 2.0)",4.0,91
"(1, 2.0, 0.0, 3.0)",0.0,7
"(1, 2.0, 0.0, 2.0)",1.0,5
"(1, 2.0, 0.0, 3.0)",4.0,6
"(1, 2.0, 2.0, 3.0)",0.0,14
"(1, 2.0, 0.0, 0.0)",3.0,22
"(1, 1.0, 0.0, 1.0)",3.0,8
"(1, 1.0, 1.0, 4.0)",0.0,3
"(1, 2.0, 2.0, 0.0)",3.0,13
"(1, 2.0, 2.0, 4.0)",0.0,5
"(1, 3.0, 1.0, 2.0)",0.0,50
"(1, 2.0, 1.0, 6.0)",0.0,22
"(1, 1.0, 1.0, 3.0)",1.0,64
"(1, 1.0, 1.0, 0.0)",2.0,1
"(1, 1.0, 1.0, 0.0)",4.0,3
"(1, 1.0, 1.0, 4.0)",3.0,7
"(1, 1.0, 1.0, 3.0)",2.0,8
"(1, 3.0, 1.0, 0.0)",0.0,3
"(1, 3.0, 1.0, 3.0)",1.0,11
"(1, 3.0, 1.0, 2.0)",2.0,36
"(1, 3.0, 1.0, 2.0)",3.0,8
"(1, 3.0, 1.0, 2.0)",1.0,32
"(1, 3.0, 2.0, 3.0)",1.0,6
"(1, 3.0, 1.0, 3.0)",0.0,16
"(1, 3.0, 1.0, 3.0)",4.0,6
"(1, 3.0, 1.0, 3.0)",3.0,8
"(1, 3.0, 1.0, 6.0)",0.0,4
"(1, 3.0, 0.0, 3.0)",2.0,6
"(1, 3.0, 0.0, 2.0)",2.0,1
"(1, 3.0, 0.0, 4.0)",2.0,3
"(1, 3.0, 0.0, 4.0)",0.0,3
"(1, 3.0, 1.0, 3.0)",2.0,14
"(1, 3.0, 1.0, 4.0)",1.0,10
"(1, 3.0, 2.0, 3.0)",4.0,1
"(1, 3.0, 2.0, 4.0)",0.0,4
"(1, 3.0, 1.0, 2.0)",4.0,10
"(1, 3.0, 1.0, 7.0)",3.0,2
"(1, 1.0, 1.0, 0.0)",0.0,7
"(1, 2.0, 2.0, 4.0)",3.0,27
"(1, 2.0, 1.0, 6.0)",1.0,6
"(1, 2.0, 1.0, 4.0)",0.0,8
"(1, 2.0, 2.0, 3.0)",4.0,21
"(1, 1.0, 1.0, 3.0)",3.0,7
"(1, 1.0, 2.0, 0.0)",0.0,6
"(1, 1.0, 3.0, 3.0)",3.0,1
"(1, 1.0, 3.0, 3.0)",2.0,1
"(1, 2.0, 1.0, 4.0)",2.0,4
"(1, 1.0, 1.0, 0.0)",3.0,6
"(1, 1.0, 2.0, 4.0)",4.0,1
"(1, 1.0, 2.0, 4.0)",2.0,1
"(1, 1.0, 2.0, 3.0)",1.0,10
"(1, 1.0, 1.0, 0.0)",1.0,21
"(1, 1.0, 0.0, 0.0)",3.0,2
"(1, 1.0, 1.0, 4.0)",1.0,1
"(1, 1.0, 0.0, 0.0)",1.0,13
"(1, 1.0, 2.0, 0.0)",1.0,8
"(1, 1.0, 2.0, 3.0)",0.0,8
"(1, 2.0, 1.0, 4.0)",3.0,4
"(1, 2.0, 2.0, 6.0)",0.0,6
"(1, 1.0, 0.0, 2.0)",2.0,6
"(1, 1.0, 1.0, 3.0)",4.0,11
"(1, 1.0, 1.0, 4.0)",2.0,2
"(1, 2.0, 2.0, 4.0)",1.0,6
"(1, 2.0, 0.0, 2.0)",2.0,5
"(1, 2.0, 1.0, 0.0)",4.0,4
"(1, 2.0, 2.0, 3.0)",3.0,20
"(1, 2.0, 1.0, 4.0)",4.0,5
"(1, 2.0, 1.0, 0.0)",1.0,5
"(1, 2.0, 0.0, 4.0)",3.0,1
"(1, 1.0, 0.0, 2.0)",4.0,2
"(1, 1.0, 2.0, 0.0)",3.0,1
"(1, 1.0, 3.0, 0.0)",0.0,1
"(1, 1.0, 2.0, 3.0)",3.0,2
"(1, 1.0, 0.0, 2.0)",3.0,2
"(1, 1.0, 0.0, 2.0)",1.0,30
"(1, 1.0, 0.0, 2.0)",0.0,3
"(1, 2.0, 0.0, 1.0)",4.0,3
"(1, 2.0, 0.0, 1.0)",0.0,2
"(1, 2.0, 2.0, 4.0)",2.0,2
"(1, 2.0, 1.0, 0.0)",0.0,1
"(1, 2.0, 0.0, 3.0)",3.0,9
"(1, 2.0, 0.0, 6.0)",0.0,1
"(1, 3.0, 1.0, 4.0)",0.0,6
"(1, 3.0, 2.0, 0.0)",3.0,1
"(1, 3.0, 2.0, 6.0)",0.0,1
"(1, 3.0, 2.0, 3.0)",0.0,3
"(1, 3.0, 2.0, 3.0)",2.0,3
"(1, 3.0, 0.0, 3.0)",1.0,5
"(1, 3.0, 1.0, 6.0)",4.0,1
"(1, 3.0, 1.0, 7.0)",2.0,1
"(1, 3.0, 1.0, 4.0)",2.0,7
"(1, 3.0, 1.0, 0.0)",1.0,1
"(1, 3.0, 0.0, 3.0)",0.0,5
"(1, 3.0, 1.0, 4.0)",4.0,3
"(1, 3.0, 0.0, 7.0)",2.0,1
"(1, 3.0, 2.0, 4.0)",2.0,3
"(1, 3.0, 3.0, 3.0)",1.0,1
"(1, 3.0, 0.0, 2.0)",3.0,1
"(1, 2.0, 0.0, 1.0)",2.0,2
"(1, 1.0, 0.0, 0.0)",4.0,4
"(1, 2.0, 1.0, 6.0)",2.0,2
"(1, 2.0, 1.0, 0.0)",2.0,1
"(1, 2.0, 0.0, 3.0)",1.0,8
"(1, 2.0, 0.0, 6.0)",1.0,7
"(1, 2.0, 2.0, 6.0)",3.0,1
"(1, 2.0, 0.0, 4.0)",2.0,2
"(1, 1.0, 0.0, 0.0)",0.0,3
"(1, 1.0, 1.0, 3.0)",0.0,5
"(1, 3.0, 0.0, 0.0)",4.0,1
"(1, 3.0, 0.0, 7.0)",1.0,1
"(1, 3.0, 0.0, 4.0)",1.0,1
"(1, 1.0, 1.0, 4.0)",4.0,1
"(1, 1.0, 2.0, 0.0)",2.0,2
"(1, 2.0, 2.0, 0.0)",4.0,4
"(1, 3.0, 1.0, 0.0)",3.0,1
"(1, 3.0, 1.0, 6.0)",1.0,1
"(1, 3.0, 2.0, 3.0)",3.0,1
"(1, 3.0, 2.0, 6.0)",2.0,2
"(1, 3.0, 2.0, 4.0)",3.0,1
"(1, 3.0, 2.0, 6.0)",1.0,1
"(1, 2.0, 0.0, 1.0)",3.0,2
"(1, 3.0, 0.0, 1.0)",2.0,1
"(1, 3.0, 0.0, 2.0)",0.0,1
"(1, 3.0, 1.0, 7.0)",0.0,1
"(1, 2.0, 2.0, 6.0)",2.0,1
"(1, 3.0, 1.0, 7.0)",1.0,4
"(1, 2.0, 2.0, 4.0)",4.0,2
"(1, 2.0, 2.0, 6.0)",1.0,4
"(1, 2.0, 3.0, 6.0)",1.0,1
"(1, 1.0, 2.0, 3.0)",4.0,2
"(1, 3.0, 0.0, 6.0)",1.0,2
"(1, 3.0, 0.0, 4.0)",3.0,1
"(1, 3.0, 2.0, 0.0)",4.0,1
"(1, 3.0, 2.0, 7.0)",3.0,1
"(1, 3.0, 1.0, 6.0)",3.0,1
"(1, 2.0, 2.0, 6.0)",4.0,1
"(1, 2.0, 2.0, 0.0)",1.0,1
"(1, 2.0, 0.0, 6.0)",3.0,1
"(1, 1.0, 2.0, 4.0)",0.0,1
"(1, 1.0, 2.0, 0.0)",4.0,1
"(1, 1.0, 0.0, 4.0)",4.0,1
"(1, 1.0, 0.0, 4.0)",1.0,1
"(1, 1.0, 0.0, 4.0)",3.0,1
"(1, 3.0, 2.0, 0.0)",1.0,1
"(1, 3.0, 1.0, 7.0)",4.0,3
"(1, 3.0, 3.0, 3.0)",2.0,1
"(1, 1.0, 0.0, 4.0)",0.0,1
"(1, 1.0, 0.0, 3.0)",2.0,1
"(1, 2.0, 0.0, 4.0)",4.0,1
