State,Action,Count
"(1, 2.0, 1.0, 2.0)",2.0,487
"(1, 2.0, 1.0, 2.0)",1.0,72
"(1, 2.0, 1.0, 2.0)",0.0,71
"(1, 2.0, 1.0, 2.0)",4.0,66
"(1, 2.0, 1.0, 3.0)",4.0,39
"(1, 2.0, 1.0, 3.0)",1.0,310
"(1, 2.0, 1.0, 0.0)",2.0,14
"(1, 2.0, 1.0, 3.0)",3.0,42
"(1, 2.0, 2.0, 4.0)",1.0,5
"(1, 2.0, 1.0, 3.0)",0.0,45
"(1, 2.0, 2.0, 3.0)",2.0,142
"(1, 2.0, 0.0, 3.0)",1.0,48
"(1, 2.0, 2.0, 3.0)",3.0,17
"(1, 2.0, 2.0, 3.0)",1.0,16
"(1, 2.0, 2.0, 3.0)",4.0,16
"(1, 2.0, 2.0, 3.0)",0.0,13
"(1, 1.0, 2.0, 3.0)",4.0,2
"(1, 1.0, 2.0, 3.0)",0.0,12
"(1, 2.0, 0.0, 0.0)",1.0,16
"(1, 1.0, 1.0, 2.0)",1.0,412
"(1, 1.0, 1.0, 2.0)",4.0,47
"(1, 1.0, 1.0, 2.0)",0.0,42
"(1, 1.0, 2.0, 0.0)",0.0,10
"(1, 3.0, 2.0, 0.0)",1.0,2
"(1, 3.0, 1.0, 2.0)",0.0,46
"(1, 3.0, 1.0, 2.0)",2.0,54
"(1, 3.0, 1.0, 2.0)",1.0,44
"(1, 3.0, 1.0, 2.0)",3.0,18
"(1, 3.0, 0.0, 6.0)",3.0,1
"(1, 3.0, 2.0, 6.0)",2.0,1
"(1, 3.0, 1.0, 4.0)",0.0,10
"(1, 3.0, 1.0, 3.0)",1.0,10
"(1, 3.0, 1.0, 2.0)",4.0,19
"(1, 1.0, 1.0, 3.0)",3.0,8
"(1, 1.0, 1.0, 3.0)",1.0,55
"(1, 1.0, 0.0, 2.0)",1.0,10
"(1, 1.0, 1.0, 2.0)",2.0,39
"(1, 2.0, 0.0, 3.0)",3.0,3
"(1, 1.0, 1.0, 0.0)",3.0,4
"(1, 1.0, 1.0, 2.0)",3.0,52
"(1, 1.0, 3.0, 3.0)",4.0,1
"(1, 1.0, 1.0, 4.0)",1.0,7
"(1, 1.0, 0.0, 0.0)",1.0,17
"(1, 1.0, 2.0, 3.0)",1.0,11
"(1, 1.0, 0.0, 1.0)",2.0,4
"(1, 1.0, 0.0, 1.0)",4.0,1
"(1, 1.0, 2.0, 4.0)",1.0,1
"(1, 2.0, 1.0, 2.0)",3.0,50
"(1, 2.0, 1.0, 3.0)",2.0,48
"(1, 2.0, 1.0, 0.0)",1.0,3
"(1, 2.0, 1.0, 6.0)",3.0,3
"(1, 2.0, 1.0, 4.0)",2.0,3
"(1, 2.0, 1.0, 4.0)",0.0,13
"(1, 1.0, 1.0, 3.0)",4.0,6
"(1, 2.0, 0.0, 3.0)",4.0,5
"(1, 2.0, 2.0, 6.0)",3.0,3
"(1, 2.0, 2.0, 4.0)",2.0,6
"(1, 3.0, 2.0, 0.0)",3.0,1
"(1, 3.0, 2.0, 6.0)",3.0,1
"(1, 3.0, 2.0, 6.0)",4.0,1
"(1, 3.0, 2.0, 7.0)",4.0,1
"(1, 3.0, 2.0, 7.0)",2.0,1
"(1, 3.0, 2.0, 4.0)",2.0,2
"(1, 3.0, 0.0, 4.0)",0.0,1
"(1, 3.0, 1.0, 0.0)",0.0,2
"(1, 3.0, 1.0, 3.0)",2.0,11
"(1, 3.0, 1.0, 4.0)",1.0,6
"(1, 3.0, 1.0, 3.0)",0.0,13
"(1, 3.0, 2.0, 3.0)",0.0,1
"(1, 3.0, 2.0, 3.0)",1.0,4
"(1, 3.0, 2.0, 3.0)",2.0,4
"(1, 3.0, 1.0, 4.0)",2.0,3
"(1, 3.0, 1.0, 6.0)",2.0,2
"(1, 2.0, 2.0, 0.0)",3.0,4
"(1, 2.0, 2.0, 4.0)",3.0,4
"(1, 1.0, 0.0, 0.0)",2.0,2
"(1, 2.0, 2.0, 6.0)",0.0,2
"(1, 2.0, 0.0, 2.0)",0.0,9
"(1, 3.0, 1.0, 3.0)",4.0,4
"(1, 3.0, 0.0, 7.0)",1.0,1
"(1, 3.0, 0.0, 3.0)",1.0,3
"(1, 3.0, 0.0, 3.0)",0.0,6
"(1, 3.0, 1.0, 7.0)",2.0,2
"(1, 3.0, 1.0, 7.0)",0.0,1
"(1, 2.0, 0.0, 0.0)",3.0,3
"(1, 2.0, 0.0, 4.0)",1.0,6
"(1, 3.0, 1.0, 0.0)",2.0,3
"(1, 3.0, 1.0, 6.0)",1.0,1
