State,Action,Count
"(1, 2.0, 1.0, 3.0)",1.0,694
"(1, 1.0, 1.0, 2.0)",2.0,37
"(1, 1.0, 1.0, 2.0)",1.0,555
"(1, 3.0, 1.0, 2.0)",1.0,76
"(1, 3.0, 1.0, 2.0)",2.0,92
"(1, 3.0, 1.0, 2.0)",0.0,81
"(1, 3.0, 1.0, 4.0)",1.0,10
"(1, 3.0, 1.0, 3.0)",0.0,21
"(1, 2.0, 2.0, 3.0)",1.0,254
"(1, 1.0, 2.0, 3.0)",1.0,10
"(1, 2.0, 1.0, 2.0)",3.0,998
"(1, 2.0, 0.0, 3.0)",1.0,91
"(1, 1.0, 1.0, 3.0)",1.0,48
"(1, 1.0, 1.0, 2.0)",0.0,35
"(1, 1.0, 2.0, 3.0)",0.0,12
"(1, 2.0, 1.0, 3.0)",2.0,42
"(1, 2.0, 1.0, 3.0)",4.0,38
"(1, 1.0, 1.0, 2.0)",3.0,35
"(1, 3.0, 1.0, 3.0)",2.0,23
"(1, 3.0, 1.0, 4.0)",2.0,10
"(1, 2.0, 0.0, 0.0)",2.0,36
"(1, 2.0, 1.0, 2.0)",0.0,54
"(1, 1.0, 2.0, 3.0)",3.0,2
"(1, 2.0, 1.0, 3.0)",0.0,49
"(1, 2.0, 1.0, 2.0)",2.0,48
"(1, 2.0, 1.0, 2.0)",4.0,54
"(1, 2.0, 1.0, 2.0)",1.0,54
"(1, 2.0, 1.0, 3.0)",3.0,31
"(1, 1.0, 3.0, 0.0)",0.0,2
"(1, 3.0, 0.0, 2.0)",0.0,3
"(1, 3.0, 2.0, 3.0)",0.0,5
"(1, 3.0, 1.0, 3.0)",1.0,18
"(1, 1.0, 0.0, 0.0)",1.0,27
"(1, 1.0, 0.0, 2.0)",1.0,22
"(1, 1.0, 1.0, 2.0)",4.0,27
"(1, 1.0, 1.0, 0.0)",4.0,20
"(1, 1.0, 2.0, 4.0)",0.0,2
"(1, 3.0, 1.0, 2.0)",3.0,12
"(1, 1.0, 0.0, 0.0)",0.0,1
"(1, 2.0, 1.0, 0.0)",2.0,1
"(1, 2.0, 2.0, 4.0)",2.0,21
"(1, 2.0, 1.0, 0.0)",1.0,19
"(1, 2.0, 2.0, 3.0)",2.0,14
"(1, 2.0, 0.0, 2.0)",3.0,9
"(1, 2.0, 0.0, 4.0)",1.0,13
"(1, 2.0, 2.0, 0.0)",3.0,7
"(1, 2.0, 1.0, 6.0)",1.0,4
"(1, 2.0, 1.0, 4.0)",2.0,59
"(1, 3.0, 1.0, 0.0)",2.0,3
"(1, 3.0, 1.0, 4.0)",0.0,7
"(1, 3.0, 1.0, 2.0)",4.0,11
"(1, 2.0, 2.0, 3.0)",0.0,22
"(1, 2.0, 2.0, 3.0)",4.0,12
"(1, 2.0, 2.0, 6.0)",3.0,3
"(1, 1.0, 1.0, 4.0)",1.0,16
"(1, 2.0, 1.0, 6.0)",3.0,5
"(1, 2.0, 2.0, 0.0)",2.0,2
"(1, 2.0, 2.0, 6.0)",1.0,1
"(1, 2.0, 0.0, 6.0)",3.0,1
"(1, 2.0, 0.0, 3.0)",4.0,5
"(1, 2.0, 0.0, 6.0)",0.0,1
"(1, 1.0, 0.0, 0.0)",2.0,3
"(1, 1.0, 0.0, 3.0)",1.0,4
"(1, 1.0, 0.0, 2.0)",0.0,1
"(1, 2.0, 1.0, 0.0)",0.0,3
"(1, 1.0, 2.0, 0.0)",0.0,2
"(1, 1.0, 1.0, 0.0)",0.0,5
"(1, 1.0, 2.0, 0.0)",2.0,1
"(1, 3.0, 0.0, 4.0)",1.0,2
"(1, 3.0, 0.0, 3.0)",0.0,11
"(1, 2.0, 1.0, 4.0)",4.0,5
"(1, 2.0, 1.0, 6.0)",2.0,1
"(1, 1.0, 1.0, 3.0)",0.0,4
"(1, 2.0, 1.0, 0.0)",3.0,3
"(1, 2.0, 2.0, 3.0)",3.0,15
"(1, 2.0, 2.0, 4.0)",3.0,2
"(1, 2.0, 1.0, 4.0)",1.0,4
"(1, 1.0, 0.0, 0.0)",4.0,2
"(1, 1.0, 0.0, 4.0)",3.0,3
"(1, 1.0, 2.0, 0.0)",3.0,4
"(1, 2.0, 0.0, 6.0)",1.0,1
"(1, 1.0, 1.0, 0.0)",3.0,4
"(1, 2.0, 1.0, 6.0)",4.0,1
"(1, 2.0, 1.0, 6.0)",0.0,1
"(1, 3.0, 0.0, 0.0)",1.0,2
"(1, 3.0, 1.0, 6.0)",0.0,3
"(1, 3.0, 0.0, 0.0)",2.0,1
"(1, 2.0, 1.0, 4.0)",0.0,4
"(1, 1.0, 1.0, 0.0)",2.0,1
"(1, 1.0, 0.0, 2.0)",4.0,3
"(1, 3.0, 0.0, 4.0)",2.0,3
"(1, 3.0, 0.0, 4.0)",0.0,7
"(1, 3.0, 0.0, 3.0)",1.0,11
"(1, 1.0, 1.0, 3.0)",4.0,3
"(1, 3.0, 2.0, 3.0)",2.0,11
"(1, 3.0, 2.0, 4.0)",0.0,4
"(1, 3.0, 1.0, 4.0)",4.0,2
"(1, 3.0, 1.0, 7.0)",0.0,2
"(1, 3.0, 1.0, 4.0)",3.0,4
"(1, 3.0, 1.0, 6.0)",2.0,2
"(1, 3.0, 2.0, 3.0)",1.0,6
"(1, 2.0, 2.0, 6.0)",2.0,1
"(1, 1.0, 0.0, 2.0)",3.0,1
"(1, 1.0, 0.0, 2.0)",2.0,2
"(1, 3.0, 2.0, 4.0)",1.0,4
"(1, 2.0, 0.0, 6.0)",2.0,3
"(1, 2.0, 0.0, 3.0)",2.0,2
"(1, 2.0, 0.0, 3.0)",3.0,2
"(1, 1.0, 1.0, 0.0)",1.0,1
"(1, 1.0, 2.0, 0.0)",1.0,5
"(1, 2.0, 2.0, 4.0)",1.0,2
"(1, 2.0, 0.0, 0.0)",1.0,2
"(1, 1.0, 2.0, 3.0)",2.0,1
"(1, 2.0, 0.0, 3.0)",0.0,1
"(1, 2.0, 2.0, 6.0)",4.0,1
"(1, 2.0, 1.0, 4.0)",3.0,2
"(1, 3.0, 0.0, 1.0)",2.0,2
"(1, 3.0, 0.0, 3.0)",3.0,1
"(1, 3.0, 0.0, 6.0)",1.0,1
"(1, 2.0, 0.0, 0.0)",4.0,1
"(1, 2.0, 3.0, 6.0)",0.0,1
"(1, 3.0, 0.0, 2.0)",2.0,2
"(1, 1.0, 1.0, 3.0)",2.0,1
"(1, 2.0, 0.0, 0.0)",0.0,1
"(1, 3.0, 0.0, 3.0)",2.0,2
"(1, 3.0, 3.0, 4.0)",1.0,1
"(1, 3.0, 1.0, 3.0)",4.0,1
"(1, 1.0, 1.0, 3.0)",3.0,1
"(1, 3.0, 1.0, 7.0)",2.0,1
"(1, 3.0, 2.0, 4.0)",2.0,1
"(1, 1.0, 2.0, 3.0)",4.0,1
"(1, 1.0, 0.0, 4.0)",1.0,1
"(1, 3.0, 1.0, 0.0)",0.0,1
