State,Action,Count
"(1, 2.0, 1.0, 0.0)",3.0,13
"(1, 2.0, 2.0, 4.0)",0.0,1
"(1, 2.0, 1.0, 3.0)",1.0,356
"(1, 2.0, 1.0, 3.0)",0.0,64
"(1, 2.0, 1.0, 2.0)",2.0,529
"(1, 2.0, 2.0, 3.0)",1.0,33
"(1, 2.0, 2.0, 3.0)",2.0,146
"(1, 2.0, 2.0, 3.0)",0.0,28
"(1, 2.0, 0.0, 0.0)",1.0,8
"(1, 2.0, 0.0, 3.0)",0.0,7
"(1, 1.0, 1.0, 2.0)",3.0,51
"(1, 1.0, 1.0, 2.0)",1.0,317
"(1, 1.0, 0.0, 0.0)",0.0,2
"(1, 1.0, 0.0, 1.0)",1.0,2
"(1, 1.0, 1.0, 2.0)",4.0,50
"(1, 1.0, 1.0, 2.0)",2.0,48
"(1, 1.0, 1.0, 2.0)",0.0,53
"(1, 2.0, 1.0, 2.0)",1.0,102
"(1, 2.0, 1.0, 2.0)",3.0,83
"(1, 2.0, 1.0, 4.0)",0.0,19
"(1, 2.0, 1.0, 2.0)",0.0,92
"(1, 1.0, 1.0, 3.0)",1.0,44
"(1, 1.0, 1.0, 3.0)",4.0,11
"(1, 2.0, 1.0, 3.0)",2.0,63
"(1, 1.0, 2.0, 3.0)",4.0,1
"(1, 1.0, 2.0, 3.0)",1.0,10
"(1, 2.0, 0.0, 2.0)",2.0,24
"(1, 2.0, 0.0, 2.0)",4.0,5
"(1, 2.0, 1.0, 6.0)",2.0,12
"(1, 2.0, 1.0, 3.0)",3.0,36
"(1, 2.0, 0.0, 4.0)",1.0,3
"(1, 2.0, 0.0, 0.0)",0.0,3
"(1, 2.0, 0.0, 2.0)",0.0,4
"(1, 1.0, 1.0, 3.0)",2.0,9
"(1, 3.0, 1.0, 2.0)",0.0,29
"(1, 3.0, 1.0, 2.0)",2.0,31
"(1, 3.0, 1.0, 2.0)",1.0,29
"(1, 3.0, 1.0, 2.0)",4.0,14
"(1, 3.0, 0.0, 3.0)",2.0,1
"(1, 3.0, 1.0, 4.0)",4.0,1
"(1, 3.0, 1.0, 7.0)",1.0,2
"(1, 3.0, 1.0, 3.0)",1.0,2
"(1, 3.0, 1.0, 3.0)",2.0,4
"(1, 1.0, 1.0, 0.0)",2.0,14
"(1, 1.0, 1.0, 3.0)",3.0,11
"(1, 1.0, 2.0, 3.0)",0.0,10
"(1, 2.0, 2.0, 0.0)",1.0,4
"(1, 2.0, 1.0, 3.0)",4.0,50
"(1, 2.0, 2.0, 6.0)",4.0,2
"(1, 2.0, 2.0, 6.0)",1.0,4
"(1, 2.0, 2.0, 3.0)",3.0,21
"(1, 2.0, 2.0, 4.0)",4.0,3
"(1, 1.0, 2.0, 3.0)",2.0,1
"(1, 1.0, 0.0, 0.0)",1.0,12
"(1, 2.0, 1.0, 0.0)",2.0,4
"(1, 2.0, 1.0, 2.0)",4.0,110
"(1, 2.0, 2.0, 6.0)",2.0,2
"(1, 2.0, 2.0, 3.0)",4.0,23
"(1, 2.0, 0.0, 3.0)",1.0,25
"(1, 2.0, 0.0, 3.0)",4.0,5
"(1, 2.0, 0.0, 6.0)",3.0,3
"(1, 2.0, 2.0, 4.0)",2.0,2
"(1, 2.0, 0.0, 3.0)",3.0,6
"(1, 2.0, 0.0, 4.0)",3.0,3
"(1, 2.0, 2.0, 0.0)",2.0,6
"(1, 2.0, 1.0, 4.0)",3.0,6
"(1, 2.0, 0.0, 1.0)",2.0,3
"(1, 2.0, 0.0, 1.0)",3.0,1
"(1, 1.0, 0.0, 0.0)",3.0,4
"(1, 1.0, 0.0, 3.0)",0.0,4
"(1, 1.0, 0.0, 1.0)",2.0,3
"(1, 1.0, 0.0, 3.0)",1.0,5
"(1, 1.0, 0.0, 2.0)",3.0,1
"(1, 2.0, 1.0, 6.0)",3.0,7
"(1, 1.0, 2.0, 0.0)",0.0,6
"(1, 1.0, 1.0, 0.0)",3.0,3
"(1, 1.0, 2.0, 0.0)",1.0,3
"(1, 3.0, 1.0, 7.0)",0.0,1
"(1, 3.0, 0.0, 4.0)",4.0,1
"(1, 3.0, 2.0, 7.0)",2.0,1
"(1, 3.0, 2.0, 4.0)",0.0,4
"(1, 3.0, 1.0, 2.0)",3.0,5
"(1, 1.0, 1.0, 0.0)",1.0,5
"(1, 1.0, 1.0, 3.0)",0.0,9
"(1, 1.0, 1.0, 4.0)",3.0,2
"(1, 2.0, 1.0, 6.0)",0.0,9
"(1, 2.0, 0.0, 2.0)",3.0,6
"(1, 2.0, 0.0, 4.0)",2.0,2
"(1, 1.0, 0.0, 2.0)",4.0,2
"(1, 1.0, 1.0, 4.0)",4.0,1
"(1, 1.0, 1.0, 4.0)",1.0,5
"(1, 1.0, 1.0, 4.0)",0.0,3
"(1, 1.0, 1.0, 0.0)",0.0,1
"(1, 1.0, 2.0, 3.0)",3.0,3
"(1, 2.0, 1.0, 6.0)",1.0,3
"(1, 2.0, 2.0, 0.0)",0.0,3
"(1, 1.0, 0.0, 2.0)",1.0,3
"(1, 1.0, 0.0, 2.0)",0.0,1
"(1, 2.0, 1.0, 0.0)",4.0,2
"(1, 2.0, 0.0, 0.0)",4.0,1
"(1, 2.0, 1.0, 4.0)",2.0,6
"(1, 2.0, 2.0, 4.0)",3.0,1
"(1, 2.0, 2.0, 4.0)",1.0,1
"(1, 3.0, 1.0, 0.0)",0.0,1
"(1, 3.0, 0.0, 3.0)",1.0,1
"(1, 3.0, 3.0, 3.0)",0.0,1
"(1, 2.0, 0.0, 0.0)",2.0,2
